Class ID	Parents
HP_0100358	HP_0010339
HP_0000927	HP_0011843
HP_0012423	HP_0012700
HP_0005741	
HP_0031330	HP_0031321
HP_0001684	HP_0001631
HP_0010605	HP_0010604
HP_0011428	HP_0011425
HP_0006240	
HP_0030335	HP_0030334
HP_0410022	HP_0410020
HP_0000689	HP_0000692
HP_0008030	HP_0000630|HP_0012089|HP_0025188
HP_0005910	HP_0009182
HP_0008803	HP_0030266
HP_0001853	HP_0009136
HP_0004746	HP_0030949
HP_0031322	HP_0031321
HP_0006500	HP_0006505|HP_0002814
HP_0012767	HP_0100767
HP_0031674	HP_0011717
HP_0002183	HP_0025112
HP_0003995	HP_0002818
HP_0004319	HP_0008207
HP_0011805	HP_0003011
HP_0007440	HP_0000953
HP_0006276	HP_0012090
HP_0012562	HP_0010588
HP_0031535	HP_0025373
HP_0001889	HP_0001972
HP_0004134	
HP_0010472	HP_0001939
HP_0000077	HP_0010935
HP_0005946	HP_0004887
HP_0100374	HP_0010393|HP_0010383|HP_0010194|HP_0010343
HP_0009139	HP_0040069|HP_0002797
HP_0002604	HP_0100579|HP_0004296
HP_0011168	HP_0011166
HP_0007609	HP_0000969
HP_0012135	HP_0005561
HP_0031062	HP_0031058
HP_0003383	HP_0003130
HP_0005519	
HP_0001609	HP_0001608
HP_0003582	
HP_0005478	HP_0002687
HP_0025612	HP_0000483
HP_0030931	HP_0030918
HP_0000598	HP_0000118
HP_0001440	HP_0100265|HP_0001832|HP_0009140
HP_0030067	HP_0030065
HP_0006445	
HP_0002388	
HP_0012676	HP_0010836|HP_0012443
HP_0030504	HP_0007649
HP_0007828	
HP_0000858	HP_0008373
HP_0005738	
HP_0009062	HP_0008936|HP_0008947
HP_0003103	HP_0003330
HP_0004915	HP_0011013
HP_0040019	HP_0004097|HP_0030084
HP_0004710	
HP_0005678	HP_0003414
HP_0000653	HP_0008070|HP_0200102
HP_0002620	
HP_0030122	HP_0030089
HP_0001180	HP_0009380|HP_0012165
HP_0002992	HP_0002981|HP_0040066
HP_0009098	HP_0002728
HP_0000226	
HP_0003139	HP_0004313
HP_0025175	HP_0006530
HP_0006872	HP_0007364
HP_0005060	HP_0001377|HP_0006376
HP_0007371	HP_0007369|HP_0012762|HP_0001273
HP_0009507	HP_0009493|HP_0009499|HP_0010251
HP_0012736	HP_0001263
HP_0000185	HP_0100736|HP_0410004
HP_0001997	HP_0001369|HP_0002149
HP_0030709	HP_0002196
HP_0025128	HP_0040063
HP_0003308	HP_0003319
HP_0031466	HP_0000708
HP_0008122	HP_0008368
HP_0001152	HP_0000617
HP_0004065	
HP_0009934	HP_0005288
HP_0045074	HP_0100840
HP_0012263	HP_0012262
HP_0003751	
HP_0004502	HP_0000453
HP_0010769	HP_0010767
HP_0000445	HP_0005105
HP_0040238	HP_0005400
HP_0003491	HP_0003110
HP_0031039	HP_0031038
HP_0100762	HP_0012439
HP_0030876	HP_0030875
HP_0100726	HP_0005353|HP_0008069
HP_0009322	HP_0009334|HP_0010258|HP_0009411
HP_0001188	HP_0005922
HP_0005265	HP_0002244
HP_0012299	HP_0009832
HP_0006032	
HP_0007844	
HP_0006781	HP_0000854
HP_0003715	HP_0003198
HP_0007584	
HP_0011949	HP_0011948
HP_0004691	HP_0001770
HP_0001625	
HP_0007577	
HP_0040275	HP_0100834|HP_0040273
HP_0011773	HP_0005994
HP_0000410	HP_0000405|HP_0000407
HP_0025405	HP_0025404
HP_0008328	
HP_0001358	
HP_0005435	HP_0011840
HP_3000025	HP_0410016
HP_0012469	HP_0011097
HP_0006202	HP_0004243|HP_0009699
HP_0011324	HP_0001363
HP_0031199	HP_0012615
HP_0004708	
HP_0002572	HP_0002013
HP_0003752	HP_0010547
HP_0012087	HP_0008322
HP_0010861	HP_0001623
HP_0001610	
HP_0009528	HP_0010272|HP_0009492|HP_0009501
HP_0100763	HP_0002715
HP_0030680	HP_0001626
HP_0006192	HP_0005918
HP_0012524	HP_0011875
HP_0009971	HP_0006159|HP_0004188
HP_0002200	HP_0012638
HP_0001785	HP_0003028
HP_0005908	
HP_0031431	HP_0030223
HP_0002109	
HP_0100290	HP_0007377
HP_0005842	
HP_0001205	
HP_0000987	HP_0100699|HP_0011355
HP_0004271	HP_0005926|HP_0100039
HP_0030456	HP_0030455
HP_0007164	HP_0001350
HP_0011529	HP_0007649
HP_0001954	HP_0001945
HP_0500045	HP_0500044
HP_0011360	HP_0010720
HP_0006834	HP_0007281
HP_0002721	HP_0010978
HP_0012056	HP_0002861|HP_0008069
HP_0010778	HP_0002778
HP_0030029	HP_0001167
HP_0002405	
HP_0010770	HP_0010767
HP_0008364	HP_0001850
HP_0012729	HP_0004959
HP_0000178	HP_0000159
HP_0031636	HP_0430021
HP_0009115	HP_0011842
HP_0002145	HP_0000726
HP_0005058	
HP_0004235	HP_0006014
HP_0011269	HP_0009912
HP_0030196	HP_0003473
HP_0005002	
HP_0006574	HP_0006707|HP_0100026
HP_0010939	HP_0010937
HP_0000615	HP_0000525
HP_0007760	HP_0007856
HP_0000790	HP_0012211|HP_0012614
HP_0008885	
HP_0012195	HP_0002793
HP_0005579	HP_0011038
HP_0100694	HP_0002992
HP_0006421	
HP_0009459	HP_0009457|HP_0010241|HP_0009461
HP_0001541	HP_0001438
HP_0007333	HP_0006872|HP_0002538
HP_0025096	HP_0025095
HP_0002237	
HP_0003276	HP_0040163|HP_0100777
HP_0008090	HP_0001760|HP_0031013
HP_0000147	HP_0000138
HP_0003880	HP_0003881
HP_0031428	HP_0031427
HP_0030605	HP_0030601
HP_0000959	
HP_0004027	HP_0002818|HP_0009808
HP_0005839	
HP_0010365	HP_0010179|HP_0010330|HP_0100235
HP_0430022	HP_0000245
HP_0003071	HP_0005930
HP_0004883	
HP_0030472	HP_0008275
HP_0005207	HP_0002577
HP_0001899	HP_0001901
HP_0012316	HP_0011792
HP_0410068	HP_0010902
HP_0008940	HP_0002716
HP_0031223	HP_0004510
HP_0006779	HP_0002859
HP_0100082	HP_0010341|HP_0010167
HP_0005634	
HP_0007369	HP_0002060|HP_0012444|HP_0002977
HP_0006546	
HP_0400004	HP_0000377
HP_0000202	HP_0000153
HP_0001281	HP_0011804
HP_0009199	HP_0009153|HP_0009387|HP_0010273
HP_0008472	HP_0040016|HP_0040017
HP_0011025	HP_0001626
HP_0012837	HP_0012836
HP_0002513	
HP_0040170	HP_0001595
HP_0031567	HP_0001646
HP_0000286	HP_0000492
HP_0002940	
HP_0009010	
HP_0002040	HP_0002031
HP_0003852	HP_0009809
HP_0008732	HP_0002148
HP_0000546	HP_0000479
HP_0005748	
HP_0010274	HP_0010245|HP_0010234|HP_0100917
HP_0005426	
HP_0100863	HP_0009108
HP_0025478	HP_0005115
HP_0004603	HP_0005106
HP_0025533	HP_0000969
HP_0004470	HP_0011815
HP_0012028	HP_0002896
HP_0000407	HP_0000365|HP_0011389
HP_0011881	HP_0011878
HP_0001486	
HP_0000341	HP_0000290
HP_0006133	
HP_0002076	HP_0002315
HP_0025060	HP_0025059
HP_0001746	HP_0010451
HP_0030228	HP_0030089
HP_0004639	HP_0006254
HP_0005803	
HP_0012569	HP_0000140|HP_0000823
HP_0100450	HP_0010188|HP_0010374|HP_0010380
HP_0009215	HP_0009247|HP_0010258|HP_0009394
HP_0100359	HP_0010345
HP_0004808	HP_0002488
HP_0100190	HP_0100095|HP_0100076
HP_0030769	HP_0045005
HP_0007477	HP_0011356
HP_0000455	HP_0000436|HP_0000463
HP_0010870	
HP_0005335	HP_0005324
HP_0100619	HP_0010788
HP_0006338	HP_0011080
HP_0025245	HP_0011355
HP_0006942	
HP_0001073	HP_0001075
HP_0002885	HP_0100836
HP_0006078	
HP_0000119	HP_0000118
HP_0030824	HP_0001098
HP_0009428	HP_0009442|HP_0009838|HP_0009357
HP_0025505	HP_0011636
HP_0004548	
HP_0100007	HP_0000759|HP_0004375
HP_0011657	HP_0001719
HP_0001333	
HP_0003644	
HP_0008780	HP_0001374
HP_0000515	
HP_0007701	
HP_0012156	HP_0004311
HP_0031063	HP_0031058
HP_0011011	HP_0011008
HP_0003384	HP_0000764
HP_0040308	HP_0040307
HP_0025037	HP_0002171
HP_0000042	HP_0000811
HP_0001854	HP_0001760|HP_0001997
HP_0006734	
HP_0031323	HP_0031321
HP_0007737	HP_0000580
HP_0005102	HP_0000375
HP_0008015	
HP_0001045	HP_0001000
HP_0012211	HP_0000077|HP_0011277
HP_0031099	HP_0003117
HP_0004584	
HP_0001518	HP_0004325
HP_0009567	
HP_0006674	
HP_0012629	HP_0000517
HP_0010493	HP_0005916
HP_0007264	
HP_0004135	
HP_0005947	HP_0005957
HP_0000078	HP_0000119
HP_0006934	HP_0000639
HP_0100395	HP_0100366|HP_0100375
HP_0006446	HP_0003330|HP_0003045
HP_0025373	HP_0002353
HP_0031528	HP_0000479
HP_0000247	
HP_0010642	
HP_0003980	HP_0003965|HP_0002818
HP_0000914	HP_0100625
HP_0040111	HP_0000356
HP_0006706	HP_0410042
HP_0000690	HP_0200153|HP_0200160
HP_0100115	HP_0100089|HP_0100048
HP_0000507	
HP_0030068	HP_0003006
HP_0002389	HP_0007375
HP_0010902	HP_0004337
HP_0007646	HP_0000561
HP_0012120	HP_0003215
HP_0012768	HP_0002643
HP_0006261	HP_0005918
HP_0040147	HP_0040145
HP_0000302	
HP_0008840	
HP_0005679	HP_0009473
HP_0031268	HP_0031267
HP_0000654	HP_0008323
HP_0003589	
HP_0006033	
HP_0003140	HP_0010872
HP_0007020	HP_0001258
HP_0005703	
HP_0001646	HP_0001654
HP_0000823	HP_0008373|HP_0001510
HP_0025578	HP_0001646
HP_0007392	HP_0100678|HP_0008067
HP_0025220	HP_0025204
HP_0003400	HP_0003383
HP_0001173	
HP_0002985	
HP_0003309	HP_0003300
HP_0007865	
HP_0005230	HP_0012440
HP_0045075	HP_0100840
HP_0000859	HP_0002717
HP_0002031	HP_0012718
HP_0030328	HP_0030327
HP_0008129	
HP_0004916	HP_0008341
HP_0040056	HP_0000561
HP_0001701	HP_0045073|HP_0001697
HP_0002780	HP_0025426
HP_0008572	HP_0000356
HP_0100747	HP_0001780|HP_0004099
HP_0011125	HP_0001000
HP_0200055	HP_0005927
HP_0002353	HP_0030178
HP_0009323	HP_0009334|HP_0010259|HP_0009412
HP_0005266	HP_0002242|HP_0007378
HP_0006375	HP_0002823|HP_0000947
HP_0100517	HP_0010786|HP_0000795
HP_0003069	
HP_0008938	
HP_0005036	HP_0003022
HP_0006848	
HP_0007126	HP_0003202
HP_0005900	HP_0010013
HP_0000843	HP_0011767
HP_0500059	HP_0500049
HP_0012757	HP_0012639
HP_0011934	HP_0002636
HP_0010122	HP_0010171|HP_0010056
HP_0003506	
HP_0009288	HP_0009854|HP_0009285|HP_0009284
HP_0001370	HP_0001369
HP_0006430	
HP_0040253	HP_0040252
HP_0003124	HP_0003107
HP_0030525	HP_0001133
HP_0008326	HP_0004340
HP_0002810	HP_0000944
HP_0011322	HP_0011320
HP_0010158	HP_0010125
HP_0100151	HP_0100060|HP_0100092
HP_0031052	HP_0003117
HP_0009520	HP_0009500|HP_0009495|HP_0010264
HP_0005463	HP_0002681
HP_0007774	HP_0008055|HP_0012776
HP_0000003	HP_0000107
HP_0001815	
HP_0001082	HP_0012438
HP_0010327	HP_0005830|HP_0010319
HP_0004468	HP_0002778
HP_0030057	HP_0002960
HP_0001555	HP_0001547
HP_0008525	
HP_0011970	HP_0011034
HP_0012666	HP_0012664
HP_0009437	HP_0004172|HP_0009447
HP_0006222	
HP_0031396	HP_0025540
HP_0004905	HP_0008372
HP_0003878	HP_0003063|HP_0030314
HP_0007162	HP_0007305
HP_0008974	
HP_0040009	HP_0000962|HP_0001036
HP_0000039	HP_0100627
HP_0005668	
HP_0004845	HP_0002488
HP_0000788	
HP_0012284	HP_0010585|HP_0010591
HP_0009725	HP_0010786
HP_0031191	HP_0011123
HP_0031024	HP_0012842
HP_0012721	HP_0002624
HP_0001982	HP_0004311
HP_0002306	
HP_0025165	HP_0025082
HP_0031451	HP_0009124
HP_0008088	
HP_0000170	
HP_0005195	HP_0003040
HP_0001402	HP_0002896
HP_0002481	
HP_0007361	HP_0011283|HP_0002363
HP_0011726	HP_0010948
HP_0040184	HP_0000163
HP_0025334	HP_0025204
HP_0003232	HP_0003287
HP_0002974	HP_0002818|HP_0002997|HP_0100238
HP_0009024	
HP_0100188	HP_0100095|HP_0100074
HP_0004637	HP_0003319
HP_0010975	HP_0040088|HP_0002846
HP_0030226	HP_0030089
HP_0003681	
HP_0012193	HP_0012190
HP_0000375	HP_0011390
HP_0009312	HP_0009855|HP_0009284|HP_0004195
HP_0100692	HP_0100691
HP_0005255	HP_0011957
HP_0004432	HP_0004313
HP_0011466	HP_0012437
HP_0007979	HP_0000666|HP_0000640
HP_0001142	HP_0011526
HP_0006167	HP_0006237
HP_0025074	HP_0003115
HP_0012453	HP_0001239
HP_0005022	
HP_0100243	HP_0030448
HP_0000812	HP_0012243
HP_0009229	HP_0009854|HP_0004214|HP_0009150
HP_0011458	HP_0025032
HP_0007093	
HP_0031188	HP_0000969
HP_0020041	HP_0025068
HP_0005776	HP_0001191
HP_0410052	HP_0004364
HP_0100891	HP_0100892
HP_0009656	HP_0009635|HP_0001204|HP_0009617
HP_0003473	HP_0001324|HP_0003398
HP_0006366	HP_0005750
HP_0007530	HP_0000972
HP_0000167	
HP_0200092	
HP_0031625	HP_0002617
HP_0012652	HP_0002099
HP_0001311	HP_0012638
HP_0004224	HP_0010244|HP_0009152|HP_0004219
HP_0005404	HP_0100827|HP_0010975
HP_0004989	
HP_0100448	HP_0010394|HP_0010206|HP_0010386
HP_0012513	HP_0009763
HP_0000951	HP_0001574
HP_0005831	HP_0001156
HP_0001774	
HP_0006743	HP_0002859|HP_0002898
HP_0011198	HP_0011182
HP_0002686	HP_0001197
HP_0010119	HP_0010168|HP_0010056
HP_0003437	
HP_0012040	HP_0011492|HP_0000969
HP_0030838	HP_0012531
HP_0009396	HP_0009174|HP_0010231
HP_0011045	HP_0006293
HP_0000483	HP_0100691|HP_0000539
HP_0004409	HP_0004408
HP_0009565	HP_0009557|HP_0009881|HP_0009535
HP_0031764	HP_0020046
HP_0005150	HP_0031546
HP_0200064	HP_0008034
HP_0040109	HP_0011380
HP_0012561	HP_0031567
HP_0000743	HP_0100022
HP_0010471	HP_0011013
HP_0031337	HP_0031331
HP_0009825	HP_0045060
HP_0004800	HP_0002256
HP_0012225	HP_0000677
HP_0001683	HP_0004307
HP_0005563	HP_0012575
HP_0031152	HP_0011508
HP_0002273	HP_0030182
HP_0100617	HP_0100620|HP_0010788
HP_0011518	HP_0007641
HP_0006330	HP_0011062
HP_0012597	HP_0000093
HP_0001943	HP_0011015
HP_0000111	HP_0000095
HP_0008049	HP_0030669|HP_0003011
HP_0500014	HP_0000118
HP_0001278	HP_0002615|HP_0012332
HP_0009412	HP_0009320|HP_0010230
HP_0012766	HP_0012704
HP_0000948	
HP_0009152	HP_0005920|HP_0004207
HP_0003994	HP_0030310|HP_0003019
HP_0005095	
HP_0010227	HP_0010226
HP_0030966	HP_0030962|HP_0004414
HP_0008661	HP_0000796
HP_0100816	HP_0007400|HP_0000159
HP_0030121	HP_0030119
HP_0006535	HP_0040223
HP_0002478	HP_0002191
HP_0003229	
HP_0012821	HP_0001604
HP_0000316	HP_0100886
HP_0010731	HP_0011229
HP_0011427	HP_0011425
HP_0000688	
HP_0030157	HP_0012531
HP_0001530	HP_0008897
HP_0004568	HP_0003312
HP_0012353	HP_0012352
HP_0009124	HP_0003549
HP_3000034	HP_0010937|HP_0000419|HP_0410007
HP_0031083	HP_0031072
HP_0005671	HP_0002514
HP_0002381	HP_0002167
HP_0005931	
HP_0008157	
HP_0009969	HP_0009963|HP_0009961|HP_0010005
HP_0001187	HP_0006094
HP_0031520	HP_0012531
HP_0002999	HP_0030311|HP_0003045
HP_0008212	
HP_0001242	
HP_0011566	HP_0010774
HP_0012389	HP_0001252
HP_0000912	HP_0000782
HP_0007018	HP_0000736|HP_0000752
HP_0006871	
HP_0003805	HP_0004303
HP_0003581	HP_0003674
HP_0010690	HP_0010689|HP_0001161
HP_0010014	HP_0010245|HP_0010009|HP_0005913
HP_0007461	HP_0001028
HP_0011826	HP_0000288
HP_0100592	HP_0002585
HP_0031556	HP_0031553
HP_0025218	HP_0025204
HP_0025570	HP_0025568
HP_0012065	HP_0012062
HP_0004324	HP_0004323
HP_0007217	
HP_0031725	HP_0025588
HP_0001034	HP_0012733|HP_0007400
HP_0006903	HP_0009830
HP_0006170	HP_0009832
HP_0009083	
HP_0100312	HP_0100620|HP_0100836|HP_0100835
HP_0011358	HP_0005599
HP_0001783	HP_0001832
HP_0004676	HP_0000336
HP_0030265	HP_0030264
HP_0002586	HP_0045073|HP_0002585
HP_0005840	
HP_0002641	HP_0001977
HP_0007843	HP_0008046
HP_0011153	HP_0007359
HP_0030938	HP_0025029
HP_0004537	
HP_0008417	HP_0008515
HP_0010823	HP_0011329
HP_0004064	
HP_0005876	HP_0001371
HP_0012538	HP_0001984
HP_0031465	HP_0025015
HP_0009933	HP_0005288
HP_0030320	HP_0005108
HP_0006699	HP_0005115
HP_0002811	
HP_0100172	HP_0100094|HP_0100069
HP_0005724	
HP_0012146	HP_0003256
HP_0025599	HP_0025596
HP_0030119	HP_0030089
HP_0031198	HP_0031197
HP_0010868	HP_0010867
HP_0200040	HP_0025245
HP_0003161	HP_0010996|HP_0040156
HP_0004973	
HP_0012406	HP_0012404
HP_0008959	HP_0002817|HP_0002460
HP_0000177	HP_0000159
HP_0001989	HP_0001558
HP_0031313	HP_0004963
HP_0006869	
HP_0000844	
HP_0001035	
HP_0006924	
HP_0011359	HP_0010719
HP_0012346	HP_0012345
HP_0100136	HP_0100091|HP_0100056
HP_0001784	
HP_0000705	HP_0000682
HP_0006664	
HP_0006451	
HP_0004361	HP_0003117
HP_0007254	
HP_0025227	HP_0025204
HP_0011619	HP_0011617
HP_0030546	HP_0030533
HP_0040077	HP_0004363
HP_0000232	HP_0012472|HP_0000178
HP_0006191	HP_0010490
HP_0003125	HP_0030976
HP_0007423	
HP_0003366	HP_0002823
HP_0003970	HP_0040072
HP_0004117	
HP_0005196	
HP_0031518	HP_0025373
HP_0000004	
HP_0004882	
HP_0010328	HP_0010112|HP_0010319
HP_0001576	
HP_0012118	HP_0100605
HP_0000431	HP_0000422
HP_0031045	HP_0008066
HP_0005633	
HP_0011971	HP_0001025
HP_0002579	HP_0030895
HP_0011955	HP_0002955|HP_0410042
HP_0007590	HP_0004476
HP_0006636	
HP_0025563	HP_0025560
HP_0009289	HP_0009282|HP_0009408
HP_0001371	HP_0003549|HP_0011805|HP_0100261|HP_0011729
HP_0008975	
HP_0001204	HP_0009700|HP_0009773|HP_0100263|HP_0009832
HP_0007163	
HP_0011528	HP_0007649
HP_0000880	
HP_0031258	HP_0001289
HP_0000789	HP_0000144
HP_0001631	HP_0011994|HP_0005120
HP_0009726	HP_0010786|HP_0000077
HP_0005669	
HP_0006168	
HP_0000209	
HP_0003942	HP_0009811
HP_0009100	HP_0009085
HP_0002130	
HP_0010364	HP_0010330|HP_0100927|HP_0010178
HP_0005838	
HP_0012454	HP_0001239
HP_3000010	HP_0430019
HP_0001800	HP_0001792|HP_0010624
HP_0000636	HP_0000625
HP_0011747	HP_0012503
HP_0006428	
HP_0012714	HP_0000365
HP_0025335	HP_0002194
HP_0005220	HP_0001067|HP_0002242|HP_0007378
HP_0001288	HP_0100022
HP_0001163	HP_0040070|HP_0001155
HP_0002975	
HP_0007368	
HP_0006223	
HP_0025150	HP_0004362
HP_0002166	HP_0002495
HP_0031397	HP_0031396
HP_0007795	HP_0100019
HP_0004729	HP_0001970
HP_0001836	HP_0012385|HP_0005830
HP_0030318	HP_0100825
HP_0008119	HP_0001850
HP_0003682	HP_0003679
HP_0009718	HP_0009592
HP_0100953	HP_0002119
HP_0011115	HP_0011113
HP_0000376	HP_0011373
HP_0005472	HP_0001363|HP_3000030
HP_0010791	HP_0010789
HP_0031657	HP_0011025
HP_0009458	HP_0009457|HP_0009460|HP_0010242
HP_0100693	HP_0000525
HP_0030859	HP_0030057
HP_0008731	
HP_0000545	HP_0000539
HP_0012041	HP_0000144
HP_0100709	HP_0100706
HP_0003458	HP_0003198|HP_0003457
HP_0010960	HP_0002088
HP_0030014	HP_0030012
HP_0005425	HP_0002205
HP_0008105	
HP_0011459	HP_0100751
HP_0001135	HP_0000556|HP_0000532
HP_0007094	
HP_0011290	HP_0011195
HP_0006764	
HP_0000805	HP_0000009
HP_0009045	HP_0003201
HP_0002075	HP_0001251
HP_0100280	HP_0004386
HP_0003887	HP_0031095
HP_0010996	HP_0004354
HP_0004638	
HP_0030914	HP_0002579
HP_0000600	HP_0000234
HP_0009518	HP_0009493|HP_0009500|HP_0010262
HP_0100898	HP_0003764|HP_0003549
HP_0012659	HP_0012658
HP_0008294	
HP_0031566	HP_0001641
HP_0100449	HP_0010362|HP_0010188|HP_0010368
HP_0010716	HP_0001770
HP_0006351	
HP_0100618	HP_0010789|HP_0010788
HP_0030662	HP_0011531
HP_0007299	HP_0002493
HP_0010456	HP_0002644
HP_0001944	HP_0011032
HP_0500035	HP_0500034
HP_0006969	
HP_0011495	HP_0000481
HP_0000132	HP_0000140|HP_0001892
HP_0007736	
HP_0025499	HP_0001513
HP_0008014	HP_0000630|HP_0002617
HP_0008493	
HP_0012210	HP_0000077
HP_0011046	HP_0006293
HP_0012858	HP_0012856
HP_0031785	HP_0012373
HP_0002294	
HP_0003474	HP_0009830
HP_0030823	HP_0000591
HP_0007531	
HP_0000168	HP_0011830
HP_0100485	HP_0010366|HP_0001440|HP_0100474
HP_0004012	HP_0003999
HP_0005137	
HP_0031413	HP_0031412
HP_0008870	
HP_0009693	HP_0010235|HP_0009599
HP_0012246	HP_0001291|HP_0000597
HP_0005564	HP_0005932
HP_0031153	HP_0004327
HP_0007895	
HP_0006063	
HP_0008698	
HP_0030158	HP_0012888
HP_0100205	HP_0100080|HP_0100097
HP_0004569	
HP_0001676	
HP_0002443	
HP_0009413	HP_0009320|HP_0010231
HP_0000949	
HP_0006323	HP_0006481|HP_0006480
HP_0002870	HP_0010535
HP_0030418	HP_0030416
HP_0008219	
HP_0040146	HP_0040145
HP_0040201	HP_0040200
HP_0004821	HP_0011992
HP_0031358	HP_0004372
HP_0009826	HP_0009815
HP_0005769	HP_0004225|HP_0004209
HP_0010295	HP_0030809
HP_0031000	HP_0030999
HP_0006536	HP_0002795
HP_0002479	
HP_0025463	HP_0025462
HP_0000337	HP_0000290
HP_0012822	HP_0001604
HP_0011010	HP_0011008
HP_0200085	HP_0030188
HP_0031618	HP_0031616
HP_0010732	HP_0000492|HP_0200036
HP_0009618	HP_0009602
HP_0010015	HP_0009196|HP_0010014|HP_0010268
HP_0025310	HP_0025309
HP_0001263	HP_0012758
HP_0009358	HP_0009316
HP_0100593	HP_0010766|HP_0002763
HP_0100380	HP_0100371|HP_0100364|HP_0010645
HP_0004120	
HP_0005932	HP_0011035|HP_0100957
HP_3000055	HP_0001291|HP_0000234|HP_0045010
HP_0012354	HP_0012352
HP_0002030	
HP_0007055	
HP_0008867	
HP_0030327	HP_0030326
HP_0410014	HP_0000707
HP_0031084	HP_0031080
HP_0001700	HP_0001637
HP_0008662	
HP_0011215	HP_0011185
HP_0001476	HP_0000270|HP_0000236
HP_0005356	HP_0004431
HP_0011694	HP_0011688
HP_0005320	HP_0003717
HP_0000913	HP_0000902
HP_0003826	HP_0011420
HP_0007019	
HP_0001736	
HP_0009205	HP_0010259|HP_0004224|HP_0009384
HP_0100585	HP_0001009
HP_0007194	
HP_0012559	HP_0012558
HP_0002984	HP_0006501|HP_0045009|HP_0009821
HP_0005877	HP_0003468
HP_0025022	HP_0025021
HP_0031289	HP_0200034
HP_0030975	HP_0007361
HP_0007631	
HP_0012086	HP_0003110
HP_0010860	HP_0001623
HP_0025394	HP_0025389
HP_0003574	HP_0002640
HP_0012819	HP_0001637
HP_0011007	
HP_0004325	HP_0004323
HP_0031726	HP_0031776
HP_0000268	HP_0002648
HP_0030770	HP_0045005
HP_0008418	HP_0000926
HP_0001448	
HP_0012614	HP_0003110
HP_0031521	HP_0100650
HP_0000063	HP_0012880
HP_0001875	HP_0011991
HP_0002662	
HP_0030959	HP_0030957
HP_0007667	HP_0007769
HP_0005525	HP_0001878
HP_0010051	HP_0001844|HP_0100498
HP_0011863	HP_0000766|HP_0003336
HP_0000500	
HP_0006452	
HP_0002395	HP_0001347
HP_0004362	HP_0025028
HP_0040098	HP_0040095|HP_0002671
HP_0200047	HP_0000377
HP_0001056	HP_0011355
HP_0002868	HP_0011867
HP_0000233	HP_0000159
HP_0100173	HP_0100094|HP_0100070
HP_0002832	HP_0010766
HP_0008791	
HP_0001020	
HP_0031290	HP_0000991
HP_0007837	
HP_0006025	
HP_0006488	HP_0002817|HP_0006487
HP_0007652	
HP_0003575	HP_0010931
HP_0040330	HP_0007204|HP_0030890
HP_0011008	HP_0031797
HP_0004326	HP_0001824
HP_0001433	HP_0025408|HP_0410042|HP_0003271
HP_0031727	HP_0031776
HP_0000269	HP_0011217
HP_0100550	HP_0100261
HP_0005113	HP_0012727
HP_0006925	
HP_0003835	HP_0003834
HP_0012347	HP_0012346
HP_0002023	HP_0004378
HP_0009794	HP_0000464
HP_0010257	HP_0010228|HP_0010244
HP_0030996	HP_0002246
HP_0000706	HP_0006292
HP_0011620	HP_0002012|HP_0030853
HP_0045081	HP_0004323
HP_0100378	HP_0100369|HP_0010645|HP_0100362
HP_0004118	
HP_0008996	
HP_0000881	
HP_0002777	HP_0002778
HP_0030350	HP_0200034
HP_0005457	
HP_0002564	
HP_0007424	
HP_0003367	HP_0003366
HP_0030716	HP_0002648
HP_0005197	HP_0001387
HP_0031519	HP_0031512
HP_0001195	HP_0011403|HP_0011425|HP_0010948
HP_0031719	HP_0031714
HP_0030583	HP_0030535
HP_0005318	HP_0002633|HP_0100659
HP_0009999	HP_0009997
HP_0003162	HP_0003117
HP_0010593	HP_0006500
HP_0008187	HP_0008373
HP_0040062	HP_0045008|HP_0003100|HP_0003969
HP_0031459	HP_0011793
HP_0006657	HP_0000773
HP_0011183	HP_0010858
HP_0001632	
HP_0025564	HP_0025560
HP_0008624	
HP_0030090	HP_0030089
HP_0031101	HP_0003117
HP_0010853	HP_0011186
HP_0009381	HP_0005922|HP_0011927|HP_0006265
HP_0006397	HP_0003045
HP_0000438	
HP_0100954	HP_0006872|HP_0002538
HP_0009719	HP_0012733|HP_0001010
HP_0002624	HP_0025015
HP_0007629	
HP_0009550	HP_0009771|HP_0009541
HP_0005493	
HP_0012103	HP_0011017
HP_0040261	HP_0040257
HP_0002364	
HP_0003963	HP_0040072
HP_0002131	HP_0001251
HP_0030303	HP_0030301
HP_0012455	
HP_0100287	HP_0003457
HP_0001801	
HP_0004714	
HP_0100342	HP_0010332
HP_0010349	HP_0010324|HP_0010175
HP_0007796	
HP_3000017	HP_0410011
HP_0030295	HP_0005868
HP_0010180	HP_0010161
HP_0001577	
HP_0012139	HP_0012137
HP_0008763	HP_0000735
HP_0011992	HP_0001874
HP_0031046	HP_0100736
HP_0006244	
HP_0030732	HP_0001702
HP_0031010	HP_0030367
HP_0003331	
HP_0009290	HP_0009882|HP_0009280|HP_0009289
HP_0010609	HP_0011355
HP_0025151	HP_0004362
HP_0000025	HP_0012874
HP_0001837	HP_0001780
HP_0010440	HP_0001829
HP_0012751	HP_0002134
HP_0025320	HP_0030604
HP_0008295	
HP_0011712	HP_0011710
HP_0009306	HP_0009282|HP_0009875|HP_0009407
HP_0002336	
HP_0100541	HP_0004299
HP_0040039	HP_0001806|HP_0001231
HP_0007965	HP_0000649
HP_0012491	HP_0011875
