Class ID	Parents
HP_0010063	HP_0100930|HP_0010057|HP_0010178
HP_0011875	HP_0001872
HP_0030782	HP_0011112
HP_0012030	HP_0012029|HP_0002919
HP_0008261	HP_0030405|HP_0002894|HP_0006476
HP_0025247	HP_0025245
HP_0003427	HP_0030237
HP_0009441	HP_0009769|HP_0009316
HP_0005384	HP_0005372
HP_0100020	HP_0100017
HP_0011670	HP_0005301
HP_0030643	HP_0030506
HP_0000997	HP_0001480
HP_0007047	HP_0100321
HP_0010276	HP_0010245|HP_0010236
HP_0009701	HP_0005916|HP_0100265|HP_0004278
HP_0100865	HP_0003174
HP_0030903	HP_0002476
HP_0008690	
HP_0006717	HP_0100007
HP_0000717	HP_0000729
HP_0002690	HP_0002679
HP_0002599	HP_0030187|HP_0002457|HP_0002346
HP_0010248	HP_0010243|HP_0010230
HP_0030987	HP_0030151
HP_0004389	HP_0002579|HP_0002242
HP_0008466	
HP_0025239	HP_0025240
HP_0008410	HP_0000962|HP_0009723
HP_0004353	HP_0010932
HP_0012587	HP_0000790
HP_0040089	HP_0012176
HP_0009982	HP_0009976|HP_0010005|HP_0009974
HP_0005104	HP_0009935
HP_0006916	HP_0003205
HP_0200038	
HP_0001047	HP_0011123
HP_0002859	HP_0030448|HP_0009728
HP_0004780	HP_0000998
HP_0009173	HP_0004214|HP_0004219|HP_0009846
HP_0000091	HP_0012575
HP_0003799	HP_0002750
HP_0010500	HP_0002815
HP_0005589	
HP_0004641	
HP_0007679	
HP_0040321	HP_0012086
HP_0010675	HP_0001760|HP_0003336
HP_0012642	HP_0007360
HP_0006304	HP_0040159|HP_0000699
HP_0002247	HP_0002246|HP_0011100
HP_0005980	
HP_0005309	
HP_0030574	HP_0030535
HP_0007230	HP_0007078
HP_0100601	HP_0100603
HP_0003173	HP_0009104
HP_0005752	HP_0000926
HP_0001695	HP_0011675
HP_0011174	HP_0011153
HP_0007648	HP_0010920
HP_0003610	HP_0003653
HP_0004613	
HP_0030202	HP_0030201
HP_0031281	HP_0010286
HP_0006509	HP_0002778
HP_0011035	HP_0012210
HP_0007266	HP_0011400
HP_0031754	HP_0025606
HP_0000296	
HP_0005140	
HP_0008178	HP_0002763
HP_0001011	
HP_0002823	HP_0040066
HP_0008782	
HP_0003646	HP_0011279
HP_0000733	HP_0004305
HP_0100164	HP_0100062|HP_0100093
HP_0007703	HP_0000479
HP_0008202	HP_0040086
HP_0004145	
HP_0020006	HP_0000589
HP_0003322	
HP_0010431	HP_0010325|HP_0010746|HP_0010347
HP_0006708	
HP_0007787	HP_0000523
HP_0000016	HP_0000009
HP_0004894	HP_0001602|HP_0002777
HP_0001828	
HP_0100333	HP_0100335
HP_0030161	HP_0000142|HP_0000989
HP_0005697	
HP_0005484	HP_0000252
HP_0031073	HP_0031072
HP_0002355	HP_0004302|HP_0001288
HP_0040318	HP_0012086
HP_0009541	HP_0004100|HP_0009774
HP_0012770	HP_0012769
HP_0025208	HP_0025204
HP_0006235	
HP_0009402	HP_0009174|HP_0010237
HP_0010644	HP_0010641
HP_0040113	HP_0000407
HP_0011611	HP_0012303
HP_0007908	
HP_0000892	HP_0000772
HP_0100369	HP_0010331|HP_0010359|HP_0010185|HP_0010368
HP_0007175	
HP_0008987	
HP_0004109	
HP_0001216	HP_0006257
HP_0009577	HP_0009536|HP_0005819|HP_0009568
HP_0011983	HP_0011981
HP_0010904	HP_0004337
HP_0010171	HP_0010655|HP_0010160
HP_0100806	HP_0010978
HP_0030779	HP_0001360
HP_0002410	HP_0002118
HP_0007435	HP_0000982
HP_0010988	HP_0003256
HP_0004481	HP_0000256
HP_0001415	
HP_0007207	HP_0002069
HP_0000191	HP_0000190
HP_0045041	HP_0045040
HP_0100292	HP_0045010|HP_0011034
HP_0003899	HP_0003891|HP_0003843
HP_0005071	
HP_0008779	
HP_0011403	HP_0010881
HP_0012482	HP_0012481
HP_0002087	HP_0012252
HP_0007956	
HP_0030310	HP_0001373
HP_0000664	HP_0002219|HP_0000534
HP_0004741	
HP_0010376	HP_0100928|HP_0010178|HP_0010336
HP_0000825	HP_0000842
HP_0000052	HP_0000068
HP_0005921	
HP_0002615	HP_0030972
HP_0011127	HP_0000964
HP_0008574	
HP_0040197	HP_0002060
HP_0009486	HP_0009485
HP_0025347	HP_0025345
HP_0008407	HP_0001795
HP_0006271	
HP_0010636	HP_0002060
HP_0009164	HP_0010766|HP_0006257
HP_0030366	HP_0001787
HP_0007022	
HP_0008834	
HP_0031510	HP_0000363
HP_0001864	HP_0010344|HP_0001863
HP_0003954	HP_0040073
HP_0002791	HP_0002793
HP_0003115	HP_0030956|HP_0500015
HP_0004687	
HP_0010224	HP_0010012
HP_0030963	
HP_0100126	HP_0100090|HP_0100048
HP_0030099	HP_0030112
HP_0005277	
HP_0100498	HP_0001780
HP_0009334	HP_0009320|HP_0010244|HP_0004172
HP_0030536	HP_0030533
HP_0012688	HP_0012638|HP_0012680
HP_0011563	HP_0011545
HP_0004947	HP_0100026
HP_0003991	HP_0002997|HP_0003967|HP_0006392
HP_0004315	HP_0004313
HP_0010601	HP_0004037|HP_0003946
HP_0005072	HP_0001382
HP_0001009	HP_0011276
HP_0011404	HP_0003521
HP_0031279	HP_0031073
HP_0004742	HP_0012210
HP_0030331	HP_0011122
HP_0000685	HP_0011061
HP_0006477	HP_0000163
HP_0008567	
HP_0002348	
HP_0025384	HP_0009124
HP_0012763	HP_0002094
HP_0031670	HP_0030148
HP_0007228	
HP_0000258	
HP_0007580	
HP_0001621	HP_0001608
HP_0011945	HP_0006530
HP_0009539	HP_0009537
HP_0100722	
HP_0030675	HP_0001215
HP_0009930	HP_0005288
HP_0005186	HP_0005262
HP_0004061	
HP_0007840	HP_0000527|HP_0040051
HP_0007749	
HP_0012275	HP_0000006
HP_0003711	
HP_0009670	HP_0009663|HP_0010263|HP_0009692
HP_0004534	
HP_0010169	HP_0010584|HP_0010160
HP_0025589	HP_0000486
HP_0002408	HP_0100026|HP_0100659
HP_0008583	HP_0008577
HP_0003487	HP_0007256
HP_0100758	HP_0001939
HP_0012090	HP_0001732
HP_0030063	HP_0030061
HP_0001184	
HP_0002996	HP_0001376|HP_0009811
HP_0009279	HP_0009466|HP_0009273
HP_0010429	HP_0010355
HP_0005241	HP_0004362
HP_0008949	
HP_0000834	HP_0000818
HP_0004911	HP_0001942
HP_3000031	HP_0410006
HP_0007804	
HP_0003747	
HP_0004246	HP_0045003|HP_0001216
HP_0040159	HP_0011062
HP_0000189	HP_0000174
HP_0025309	HP_0000615
HP_0031647	HP_0005113
HP_0011532	HP_0001147
HP_0045039	HP_0040070|HP_0002797
HP_0008303	HP_0011441
HP_0025140	HP_0025138
HP_0030262	HP_0000036
HP_0009875	HP_0009774|HP_0009832
HP_0002104	HP_0002793
HP_0003916	HP_0003907|HP_0003852
HP_0000626	
HP_0006585	HP_0006710|HP_0005864
HP_0012871	HP_0000045
HP_0040250	HP_0012200
HP_0006380	HP_0005750|HP_0002815
HP_0000421	HP_0000366|HP_0001892
HP_0100667	
HP_0010745	HP_0009817|HP_0010173
HP_0001993	HP_0001941|HP_0001946
HP_0040214	HP_0003117
HP_0031462	HP_0003549
HP_0006998	
HP_0008099	
HP_0012535	HP_0012638
HP_0011095	HP_0000692
HP_0006569	
HP_0006640	HP_0000772
HP_0100927	HP_0100924
HP_0012062	HP_0003330
HP_0008536	
HP_0004842	
HP_0001713	HP_0001627
HP_0011931	HP_0012501|HP_0002438
HP_0003503	
HP_0030904	HP_0002476
HP_0007328	HP_0010832
HP_0001292	
HP_0005172	HP_0011713
HP_0010537	HP_0011329
HP_0430017	HP_0430014|HP_0000172
HP_0000962	HP_0011368
HP_0001109	
HP_0007932	HP_0011499
HP_0040006	HP_0031797
HP_0030431	HP_0010622
HP_0007068	HP_0001320
HP_0011504	HP_0008002
HP_0007123	HP_0000726
HP_0008935	HP_0001319
HP_0500056	HP_0500049
HP_0005033	HP_0003022
HP_0006845	
HP_0008675	HP_0100879|HP_0000147
HP_0002716	HP_0002733
HP_0002492	HP_0002062
HP_0009462	HP_0009466|HP_0009317
HP_0100021	HP_0100022|HP_0011442
HP_0006372	
HP_0011671	HP_0025576
HP_0011737	HP_0011734
HP_0003243	
HP_0000998	HP_0011362
HP_0030467	HP_0000512
HP_0005554	
HP_0011840	HP_0011017|HP_0031409
HP_0009434	HP_0009848|HP_0009444|HP_0004172|HP_0100905
HP_0002248	HP_0002239
HP_0012663	HP_0012664
HP_0005981	
HP_0031570	HP_0100629
HP_0005081	
HP_0000718	HP_0006919
HP_0031403	HP_0031404
HP_0002691	HP_0002648
HP_0005814	
HP_0010269	HP_0010245|HP_0010229
HP_0004002	HP_0003071|HP_0003999
HP_0012190	HP_0012539
HP_0030988	HP_0030151
HP_0008467	HP_0002937
HP_0001497	
HP_0002508	HP_0002363
HP_0009647	
HP_0001552	HP_0100625
HP_0010064	HP_0010179|HP_0010057|HP_0100235
HP_0011876	HP_0001872
HP_0003448	HP_0040132|HP_0000762
HP_0100830	HP_0000377
HP_0002303	
HP_0012031	HP_0200013
HP_0004038	HP_0004037
HP_0006128	
HP_0004902	HP_0003128
HP_0009174	HP_0005920|HP_0004188
HP_0009907	HP_0000363
HP_0004787	HP_0012115|HP_0004448
HP_0030376	HP_0025539
HP_0410063	HP_0004354
HP_0100226	HP_0100099|HP_0100079
HP_0025528	HP_0011355
HP_0003708	
HP_0005141	
HP_0002844	
HP_0100185	HP_0100095|HP_0100071
HP_0009021	
HP_0030223	HP_0000708
HP_0012375	HP_0000502
HP_0004811	
HP_0000521	
HP_0005401	HP_0002841
HP_0011668	HP_0005301
HP_0006480	HP_0000164
HP_0010845	HP_0011203
HP_0025276	HP_0001574
HP_0030575	HP_0030535
HP_0002417	
HP_0100622	HP_0002686
HP_0007231	
HP_0008199	
HP_0008270	
HP_0003174	HP_0003272
HP_0004986	
HP_0010706	HP_0006101
HP_0025071	HP_0025070
HP_0011463	HP_0003674
HP_0008904	
HP_0011900	HP_0011898
HP_0007680	HP_0007894
HP_0011036	HP_0012211
HP_0031775	HP_0000486
HP_0030630	HP_0030602
HP_0008431	
HP_0004374	HP_0010549
HP_0001308	HP_0030810|HP_0002380|HP_0010546
HP_0006685	HP_0004306
HP_0100827	HP_0004332|HP_0001974
HP_0025592	HP_0025591
HP_0010905	
HP_0008259	HP_0011734
HP_0007436	HP_0000968
HP_0003379	
HP_0011577	HP_0006695
HP_0001253	
HP_0004146	
HP_0010432	HP_0010430|HP_0010413|HP_0010645
HP_0001849	HP_0010760|HP_0012165
HP_0500011	HP_0001999
HP_0002004	
HP_0003816	
HP_0001680	HP_0001679
HP_0009775	HP_0011409
HP_0100334	HP_0100338
HP_0003007	
HP_0004819	HP_0001908
HP_0030408	HP_0030694
HP_0009830	HP_0000759
HP_0004086	
HP_0002860	HP_0008069
HP_0006740	HP_0002862
HP_0011195	HP_0011185
HP_0008636	HP_0000095
HP_0004559	
HP_0100018	HP_0010920
HP_0030835	HP_0012531
HP_0003611	
HP_0011632	HP_0011628
HP_0001217	HP_0011297
HP_0005773	HP_0009821
HP_0031487	HP_0031486
HP_0004950	HP_0100545
HP_0031362	HP_0000007
HP_0007909	
HP_0000893	HP_0000766|HP_0000919
HP_0008408	
HP_0001392	HP_0002012
HP_0000313	
HP_0010637	HP_0011034|HP_0000502
HP_0006272	
HP_0100539	HP_0000606|HP_0000282
HP_0030367	HP_0005918
HP_0008835	HP_0009107
HP_0003955	HP_0002973
HP_0009747	HP_0009889
HP_0003403	HP_0100285
HP_0003603	
HP_0009562	HP_0009840|HP_0009542|HP_0100900|HP_0009551
HP_0031074	HP_0031073
HP_0012771	HP_0012769
HP_0011837	HP_0002720
HP_0007472	
HP_0040319	HP_0012086
HP_0004406	HP_0000421
HP_0030744	HP_0007968
HP_0006236	HP_0005916
HP_0003343	HP_0001939
HP_0002179	HP_0001257
HP_0005922	HP_0001155
HP_0010377	HP_0010179|HP_0100235|HP_0010336
HP_0000053	HP_0045058
HP_0001865	
HP_0031334	HP_0031331
HP_0002616	HP_0012727
HP_0000480	HP_0000589|HP_0000479
HP_0012167	HP_0100716
HP_0000519	HP_0000518
HP_0001598	HP_0002164
HP_0008568	HP_0007670
HP_0002440	
HP_0006478	
HP_0012764	HP_0002094
HP_0000259	
HP_0031671	HP_0004749
HP_0002349	HP_0007359
HP_0000910	HP_0000919
HP_0100147	HP_0100056|HP_0100092
HP_0000650	HP_0100289
HP_0005675	
HP_0002609	
HP_0009768	HP_0001500|HP_0006009|HP_0040065|HP_0005918
HP_0030155	HP_0012531|HP_0000045
HP_0006533	HP_0025426
HP_0025460	HP_0012705
HP_0008429	
HP_0003549	HP_0000118
HP_0040143	HP_0005667
HP_0003992	HP_0003100|HP_0002997|HP_0003969
HP_0004139	
HP_0002180	HP_0007367
HP_0006060	HP_0009834
HP_0011425	HP_0001197
HP_0001850	HP_0040069|HP_0001760
HP_0004743	HP_0001970
HP_0100202	HP_0100077|HP_0100097
HP_0003809	HP_0040063
HP_0025033	HP_0025031
HP_0000686	
HP_0001185	
HP_0005242	HP_0005912
HP_0005735	
HP_0004912	HP_0002748|HP_0002148
HP_0007825	
HP_0000855	HP_0011014
HP_0012351	HP_0012349
HP_0001622	HP_0001197
HP_0100723	HP_0007378
HP_0011769	HP_0011768
HP_0005502	HP_0001877
HP_0009355	HP_0009419|HP_0009333|HP_0010277
HP_0002385	HP_0010551
HP_0100590	HP_0002034|HP_0100589|HP_0100819
HP_0010807	HP_0000692
HP_0006442	HP_0003038
HP_0011564	HP_0001633
HP_0030537	HP_0030533
HP_0003136	
HP_0004948	HP_0025015
HP_0025172	HP_0030879
HP_0030324	HP_0030322
HP_0001606	
HP_0011157	HP_0007359
HP_0030064	HP_0030063
HP_0006661	
HP_0001781	
HP_0100928	HP_0100924
HP_0000442	
HP_0012083	HP_0100314
HP_0008324	
HP_0004267	HP_0006261
HP_0011678	HP_0012516
HP_0011356	HP_0011121
HP_0012520	HP_0100659
HP_0009876	
HP_0003917	HP_0003907
HP_0002105	HP_0002088
HP_0009931	HP_0005288
HP_0002961	HP_0004313
HP_0045071	
HP_0004062	
HP_0005874	
HP_0009067	HP_0007269
HP_0007841	HP_0004327
HP_0012296	HP_0009832
HP_0003712	HP_0040290|HP_0030236
HP_0030269	HP_0030352
HP_0005447	
HP_0010766	HP_0000924
HP_0040235	HP_0008264
HP_0001994	HP_0011038
HP_0012556	HP_0004337
HP_0009327	HP_0009334|HP_0010263|HP_0009416
HP_0031463	HP_0100751
HP_0008529	HP_0040121
HP_0006373	
HP_0011738	HP_0011734
HP_0000414	HP_0000436|HP_0005105
HP_0100515	HP_0000009
HP_0000999	HP_0005406
HP_0031632	HP_0031251
HP_0001986	HP_0001944
HP_0500077	HP_0025585
HP_0004879	HP_0002883
HP_0012705	HP_0012638
HP_0030468	HP_0000512
HP_0008269	HP_0001878
HP_0500021	HP_0012705
HP_0009723	HP_0001597
HP_0004843	
HP_0006810	
HP_0011265	HP_0000363
HP_0002753	HP_0003103
HP_0003504	
HP_0030905	HP_0002476
HP_0007573	HP_0001047
HP_0000387	HP_0009906
HP_0012872	HP_0000022
HP_0040251	HP_0010781
HP_0030845	HP_0000492|HP_0040324
HP_0025401	HP_0012373
HP_0031668	HP_0030148
HP_0007124	
HP_0000154	HP_0011337
HP_0004231	HP_0006502
HP_0003067	HP_0003019
HP_0005034	
HP_0006846	HP_0001298
HP_0011320	HP_0004443
HP_0004704	HP_0010743|HP_0008089
HP_0012268	HP_0012034
HP_0031195	HP_0031192
HP_0000647	HP_0007957
HP_0100078	HP_0010341|HP_0010163
HP_0008116	HP_0001436
HP_0009928	HP_0000429
HP_0001146	
HP_0031394	HP_0025540
HP_0009195	HP_0010655|HP_0010660|HP_0005913
HP_0000001	http://www.w3.org/2002/07/owl#Thing
HP_0005203	HP_0002031
HP_0004039	HP_0002997|HP_0009809
HP_0010325	HP_0010760|HP_0010319
HP_0410064	HP_0011013
HP_0003840	HP_0002663|HP_0003839
HP_0002698	
HP_0009668	HP_0009663|HP_0009690|HP_0010261
HP_0004788	HP_0005225|HP_0001004
HP_0100247	HP_0002795
HP_0003709	
HP_0004430	HP_0005387
HP_0007365	HP_0002492|HP_0002977
HP_0009455	HP_0009445|HP_0009857|HP_0009358
HP_0100690	HP_0007836|HP_0007881
HP_0400000	HP_0000306
HP_0012664	HP_0003116|HP_0025169
HP_0003236	HP_0040081
HP_0030637	HP_0012373
HP_0007329	
HP_0002280	HP_0002119
HP_0001201	
HP_0011525	HP_0000525
HP_0008972	HP_0011922
HP_0007160	
HP_0000786	HP_0000141
HP_0031255	HP_0012286
HP_0030432	HP_0010622
HP_3000029	HP_0430019|HP_0000306
HP_0005988	HP_0011006
HP_0007069	HP_0007030
HP_0005630	
HP_0011897	HP_0011991
HP_0010065	HP_0010057|HP_0010180
HP_0006578	
HP_0025485	HP_0000142
HP_0005370	
HP_0001722	HP_0001635
HP_0004635	HP_0002949
HP_0012869	HP_0012865
HP_0011057	HP_0011055
HP_0007681	
HP_0031776	HP_0025589
HP_0025332	HP_0003103
HP_0004375	HP_0011793|HP_0012639
HP_0004208	
HP_0031563	HP_0011641
HP_0002072	HP_0004305
HP_0003884	HP_0003063
HP_0000755	
HP_0012396	HP_0012439
HP_0007941	HP_0000496
HP_0030224	HP_0030089
HP_0008728	
HP_0001758	
HP_0010361	HP_0010330|HP_0010175
HP_0005835	
HP_0008881	
HP_0004003	HP_0004002
HP_0100859	HP_0011934
HP_0012191	HP_0012539
HP_0005575	HP_0012211
HP_0001498	HP_0006502
HP_0011112	HP_0011111
HP_0002509	HP_0001276|HP_0009127
HP_0006165	HP_0006265
HP_0005342	
HP_0001285	HP_0001257
HP_0200131	
HP_0000810	
HP_0025072	HP_0025070
HP_0100307	HP_0001321
HP_0025241	HP_0000573
HP_0011633	HP_0011628
HP_0009227	HP_0009374|HP_0009150|HP_0009852
HP_0040091	HP_0010722
HP_0000894	HP_0006710
HP_0030429	HP_0012288
HP_0031150	HP_0001103
HP_0006686	
HP_0009599	HP_0001172|HP_0005920
HP_0000487	HP_0000486
HP_0100828	HP_0011839|HP_0100827
HP_0031768	HP_0025549
HP_0007437	HP_0008069
HP_0030800	HP_0012373
HP_0010882	HP_0001641
HP_0004544	HP_0000599
HP_0000542	HP_0000496
HP_0100019	HP_0010920
HP_0003435	HP_0003449
HP_0005402	
HP_0011669	HP_0005301
HP_0025277	HP_0025276
HP_0012833	HP_0012831
HP_0006974	
HP_0000282	HP_0011799|HP_0000969
HP_0007886	HP_0008049
HP_0003028	HP_0100491
HP_0006074	
HP_0030169	HP_0002577
HP_0011196	HP_0011185
HP_0008637	
HP_0005079	
HP_0012428	HP_0008364
HP_0008011	HP_0007759
HP_0007733	HP_0000534
HP_0100194	HP_0100096|HP_0100069
HP_0031095	HP_0003063|HP_0011314|HP_0040065
HP_0012168	HP_0100716
HP_0100631	HP_0011732|HP_0100568
HP_0010638	HP_0010679
HP_0003380	HP_0003130
HP_0000314	
HP_0006273	HP_0012090
HP_0040107	HP_0011380
HP_0004131	
HP_0005943	HP_0002093
HP_0001886	HP_0002754|HP_0001760
HP_0008224	
HP_0005134	HP_0001641
HP_0006946	HP_0011450
HP_0010453	HP_0040163
HP_0100355	HP_0010345
HP_0012420	HP_0001560
HP_0001681	HP_0011025
HP_0009563	HP_0009574|HP_0009542|HP_0001204
HP_0002593	HP_0002242
HP_0003604	
HP_0010026	HP_0010009|HP_0005914|HP_0009658
HP_0011838	HP_0001072
HP_0001514	
HP_0007473	HP_0011123
HP_0004167	
HP_0005979	HP_0001993|HP_0001942
HP_0030568	HP_0030534
HP_0003344	HP_0003535
HP_0100615	HP_0000137|HP_0010785
HP_0005276	
HP_0031552	HP_0031551
HP_0008189	HP_0011014
HP_0012625	HP_0012622
HP_0000074	HP_0000071
HP_0002959	HP_0005372
HP_0010398	HP_0010350|HP_0010206|HP_0010358
HP_0009156	
HP_0100391	HP_0100371|HP_0100368
HP_0011562	HP_0011546
HP_0031292	HP_0011123
HP_0006027	
HP_0012365	HP_0012599
HP_3000066	HP_0000614
HP_0007839	
HP_0012152	HP_0030502|HP_0000493
HP_0002601	HP_0001844|HP_0002460
HP_0006470	HP_0006504
HP_0010835	HP_0003474
HP_0000511	HP_0000605
HP_0040304	HP_0002679
HP_0100757	HP_0002894
HP_0010010	HP_0001163
HP_0004489	
HP_0005331	
HP_0001274	HP_0007370
HP_0009369	
HP_0100552	HP_0100526|HP_0005607
HP_0011598	HP_0012020
HP_0009760	HP_0001059
HP_0002790	HP_0005957
HP_0003801	
HP_0009629	HP_0009618|HP_0009658
HP_0010223	HP_0010222
HP_0006670	HP_0006673
HP_0008566	
HP_0030765	HP_0025235
HP_0100812	HP_0000163
HP_0008765	HP_0000738
HP_0001795	HP_0002164
HP_0031264	HP_0031263
HP_0012097	HP_0010576
HP_0002546	HP_0002167
HP_0010567	HP_0001832
HP_0004300	
HP_0007213	
HP_0031701	HP_0000593
HP_0000243	HP_0002648
HP_0002806	
HP_0012534	HP_0003401
HP_0030297	HP_0005868
HP_0004076	
HP_0009965	HP_0009962|HP_0010001|HP_0009960
HP_0030352	HP_0003117
HP_0008820	HP_0005003|HP_0009107|HP_0010656
HP_0011185	HP_0011182
HP_0006659	HP_0003043
HP_0006730	
HP_0008626	
HP_0003746	
HP_0031737	HP_0000621
HP_0004336	HP_0030173
HP_0040249	HP_0040224
HP_0011622	HP_0001629
HP_0001382	HP_0011729
HP_0010627	HP_0010625
HP_0200051	
HP_0100529	HP_0003111
HP_0100316	HP_0100314
HP_0007122	
HP_0008934	
HP_0001642	HP_0031654
HP_0009737	HP_0010568|HP_0000525
HP_0100920	HP_0100899|HP_0009172
HP_0030893	HP_0002795
HP_0010154	HP_0010118|HP_0010125
HP_0011966	HP_0011965
HP_0100056	HP_0010329|HP_0010163
HP_0025574	HP_0000573|HP_0001103
HP_0003538	HP_0004355
HP_0009552	HP_0009541|HP_0009767
HP_0100111	HP_0100089|HP_0100044
HP_0002582	HP_0005231
HP_0005495	HP_0005556
HP_0004672	
HP_0011761	HP_0002893
HP_0003333	HP_0004345
HP_0003120	
HP_0007158	HP_0007076
HP_0030521	HP_0030517
HP_0001030	HP_0011354
HP_0006013	
HP_0001803	HP_0002164
HP_0030261	HP_0000036
HP_0011334	HP_0001999
HP_0008084	
HP_0009896	HP_0000377
HP_0005904	
HP_3000005	HP_0410011
HP_0005171	
HP_0000808	HP_0000047
HP_0006983	HP_0002478
HP_0010359	HP_0010330|HP_0010173
HP_0430016	HP_0430014
HP_0003677	HP_0003679
HP_0012280	HP_0410042|HP_0011034
HP_0001551	HP_0004298
HP_0008521	
HP_0004464	HP_0100277
HP_0009469	HP_0009319|HP_0009697
HP_0002302	
HP_0025161	HP_0025160
HP_0200129	
HP_0009264	HP_0010271|HP_0009248|HP_0009396
HP_0025125	HP_0011830
HP_0003305	HP_0002948
HP_0011539	HP_0011535
HP_0012493	HP_0012492
HP_0004877	
HP_0030466	HP_0000512
HP_0001587	
HP_0008557	
HP_0031056	HP_0004944
HP_0005644	
HP_0010099	HP_0010075|HP_0010101
HP_0009524	HP_0009488|HP_0009501|HP_0010268
HP_0100688	
HP_0012753	HP_0012751
HP_0011930	HP_0007458
HP_0031660	HP_0031657
HP_0002338	
HP_0004649	
HP_0008726	HP_0011026
HP_0030192	HP_0003473
HP_0000611	
HP_0006570	
HP_0010935	HP_0000079
HP_0012902	HP_0002486
HP_0030665	HP_0001337
HP_0002507	HP_0001360
HP_0100712	HP_0000925
HP_0031577	HP_0031574
HP_0007089	HP_0002380|HP_0010546
HP_0040180	HP_0000962
HP_0008233	HP_0031212
HP_0500041	HP_0000483
HP_0011462	HP_0003581
HP_0009056	HP_0003635
HP_0004176	
HP_0004909	HP_0005977|HP_0001960
HP_0025070	HP_0003115
HP_0003701	HP_0001324
HP_0004037	HP_0002997|HP_0003839
HP_0030313	HP_0003330|HP_0040166
HP_3000021	HP_0004426
HP_0031392	HP_0025540
HP_0007770	HP_0008061
HP_0009906	HP_0000363
HP_0010323	HP_0010160|HP_0010319
HP_0030053	HP_0011121
HP_0011080	HP_0006482|HP_0011076
HP_0007321	HP_0007103
HP_0000351	
HP_0003264	HP_0004356
HP_0011498	HP_0000526
HP_0002934	
HP_0006127	HP_0006155|HP_0009834
HP_0004901	HP_0003128
HP_0007939	HP_0011517
HP_0012465	HP_0040134
HP_0001102	HP_0000479
HP_0009111	
HP_0003433	
HP_0009392	HP_0010238|HP_0009152
HP_0011667	HP_0005301
HP_0005400	HP_0011990
HP_0010522	HP_0001328
HP_0000127	HP_0012591
HP_0001939	HP_0000118
HP_0030397	HP_0030396
HP_0003906	HP_0003905|HP_0003846
HP_0009865	
HP_0004985	
HP_0009652	HP_0009769|HP_0009602
HP_0031164	HP_0031367
HP_0100796	HP_0000035
HP_0011927	HP_0011297
HP_0002269	HP_0002011
HP_0030834	HP_0012531
HP_0007526	HP_0001053
HP_0000556	HP_0000479
HP_0012052	HP_0100511
HP_0100657	HP_0100656
HP_0011722	HP_0005160
HP_0000983	
HP_0001307	
HP_0001770	HP_0001780|HP_0001159
HP_0100424	HP_0100406
HP_0006775	HP_0004377
HP_0100917	HP_0009834|HP_0100899
HP_0009020	HP_0003750
HP_0003469	HP_0003130
HP_0031369	HP_0031368
HP_0003020	HP_0003019
HP_0004832	
HP_0008025	
HP_0009837	HP_0009769|HP_0009832
HP_0500010	HP_0003107
HP_0003638	
HP_0004572	
HP_0008397	
HP_0011021	HP_0010876
HP_0031760	HP_0000565
HP_0007318	
HP_0200096	HP_0000207|HP_0000194
HP_0004405	HP_0004404
HP_0002178	
HP_0012593	HP_0000093
HP_0005162	HP_0030872
HP_0030421	HP_0010785
HP_0000143	HP_0100590|HP_0004320
HP_0002233	
HP_0031424	HP_0010876
HP_0010467	
HP_0004200	
HP_0012257	HP_0200106
HP_0002706	
HP_0003785	HP_0025454
HP_0100011	HP_0000591|HP_0100008|HP_0100012
HP_0031796	HP_0011008
HP_0012221	HP_0011356
HP_0025458	HP_0025456
HP_0008452	HP_0004565
HP_0001482	HP_0200036
HP_0003378	HP_0000764
HP_0006362	HP_0003887
HP_0010727	HP_0012374
HP_0100629	HP_0002006
HP_0025607	HP_0000621
HP_0004564	
HP_0030153	HP_0100574
HP_0005367	
HP_0012778	HP_0009594
HP_0011830	HP_0000163
HP_0009424	HP_0009839|HP_0009443|HP_0009357
HP_0001238	HP_0001167
HP_0030626	HP_0030627
HP_0000924	HP_0000118
HP_0003837	HP_0011986
HP_0002025	HP_0004378
HP_0010259	HP_0010244|HP_0010230
HP_0006883	
HP_0030978	HP_0030981
HP_0012180	HP_0011004
HP_0011226	HP_0000492
HP_0003577	HP_0003674
HP_0100216	HP_0100080|HP_0100098
HP_0010199	HP_0100947|HP_0010178
HP_0025474	HP_0200035
HP_0002438	HP_0001317
HP_0030560	HP_0030534
HP_0002881	
HP_0003205	HP_0003204
HP_0010314	HP_0000826
HP_0011393	HP_0011392
HP_0004777	
HP_0007015	HP_0002275
HP_0008827	
HP_0003802	
HP_0100209	HP_0100097|HP_0100084
HP_0007494	HP_0007441
HP_0011859	HP_0000491
HP_0002608	HP_0002244|HP_0100326
HP_0100813	HP_0000035
HP_0010047	HP_0010045|HP_0010049
HP_0031553	HP_0031551
HP_0004152	
HP_0005964	HP_0002045
HP_0012386	HP_0008362
HP_0009157	HP_0009153|HP_0010274|HP_0009388
HP_0030359	HP_0030358
HP_0030414	HP_0030413
HP_0008694	
HP_0011247	HP_0011245
HP_0001275	
HP_0005332	HP_0000277
HP_0011599	HP_0004307
HP_0000945	
HP_0004357	HP_0010892
HP_0031758	HP_0031750
HP_0005501	
HP_0008414	HP_0008454
HP_0010820	HP_0011153
