Class ID	Parents
DOID_9765	DOID_1949
DOID_7583	DOID_7031|DOID_3752
DOID_1896	DOID_235
DOID_9277	DOID_1289
DOID_9068	
DOID_6015	DOID_3640
DOID_12241	DOID_10241
DOID_0110758	DOID_9744
DOID_0110885	DOID_0050589
DOID_0110868	DOID_0050534
DOID_9859	
DOID_6523	DOID_6522|DOID_6524
DOID_8008	
DOID_11911	
DOID_9397	
DOID_7919	
DOID_0110064	DOID_2187
DOID_0110081	DOID_0050431
DOID_0110775	DOID_2476
DOID_10274	
DOID_909	
DOID_204	DOID_65
DOID_12234	DOID_76
DOID_6540	
DOID_8025	DOID_6217
DOID_8051	DOID_5306
DOID_2364	DOID_10128
DOID_11267	DOID_1237
DOID_4337	DOID_8913
DOID_2155	DOID_2156
DOID_4455	DOID_4450
DOID_216	DOID_214
DOID_4843	DOID_4844
DOID_4690	DOID_4691
DOID_0111078	DOID_11720
DOID_0050381	
DOID_8901	
DOID_0111095	DOID_13636
DOID_11904	
DOID_2517	DOID_255
DOID_6175	DOID_4691|DOID_956
DOID_0060285	DOID_0080074
DOID_0050491	DOID_9988
DOID_4664	DOID_4677
DOID_13830	
DOID_14778	DOID_0050736
DOID_9817	
DOID_10649	DOID_9408
DOID_0070137	DOID_3144
DOID_0060028	DOID_2583
DOID_0090074	DOID_0090070
DOID_7482	DOID_3565
DOID_0070154	DOID_0070162
DOID_0060045	DOID_1766
DOID_0060138	DOID_4090
DOID_0080075	DOID_0050721
DOID_9455	DOID_3211
DOID_0090057	DOID_0050836
DOID_1793	DOID_26|DOID_170
DOID_0060155	DOID_4090
DOID_0080058	DOID_0050950
DOID_3766	DOID_3767
DOID_0060849	DOID_0050737
DOID_5759	DOID_3165
DOID_12179	DOID_8913
DOID_0060882	DOID_0060879
DOID_6420	DOID_5749
DOID_6211	DOID_0060112
DOID_4184	DOID_896
DOID_13021	
DOID_9935	DOID_1400
DOID_9782	
DOID_7609	DOID_7608
DOID_10480	DOID_10481
DOID_583	DOID_720
DOID_14360	
DOID_11231	DOID_11230|DOID_9957
DOID_2732	DOID_37
DOID_7007	DOID_368
DOID_0060752	DOID_3328
DOID_5522	DOID_1749
DOID_1708	
DOID_1287	DOID_7
DOID_10236	DOID_0060044
DOID_7242	DOID_5139|DOID_0060095
DOID_11023	
DOID_0050721	DOID_9252
DOID_7033	DOID_883
DOID_0060532	DOID_1205
DOID_0060515	DOID_0060513
DOID_0050704	DOID_0050701
DOID_0060642	DOID_4959
DOID_5731	DOID_5733
DOID_7515	DOID_1140
DOID_11436	
DOID_7362	
DOID_9335	DOID_5614
DOID_1466	
DOID_0110169	DOID_0050539
DOID_0110279	DOID_0110274
DOID_12775	
DOID_0110389	DOID_10584
DOID_1649	DOID_0050671
DOID_5851	DOID_5844
DOID_11162	DOID_850
DOID_5251	DOID_1967
DOID_629	
DOID_12547	
DOID_620	DOID_74
DOID_4465	DOID_4450
DOID_3102	
DOID_0110749	DOID_9744
DOID_12362	DOID_12359
DOID_0110766	DOID_2476
DOID_0110859	DOID_898
DOID_0110876	DOID_4621
DOID_3405	DOID_75
DOID_10868	
DOID_12835	DOID_331
DOID_3431	DOID_936
DOID_0110055	DOID_2187
DOID_0110072	DOID_0050431
DOID_3222	DOID_3223
DOID_447	DOID_557
DOID_0110639	DOID_0050557
DOID_0110656	DOID_2843
DOID_1193	
DOID_5404	
DOID_0060377	DOID_4501
DOID_0060394	DOID_0060388
DOID_0050285	
DOID_0050268	DOID_11080
DOID_84	DOID_0080008
DOID_0050378	
DOID_9919	
DOID_0050395	
DOID_4227	DOID_4226|DOID_5165
DOID_2533	DOID_2529
DOID_12134	DOID_0050735
DOID_6530	DOID_3282
DOID_0110542	DOID_0050564
DOID_6285	DOID_114|DOID_0060091
DOID_0111096	DOID_13636
DOID_8158	DOID_626
DOID_11367	DOID_110
DOID_4347	DOID_75
DOID_2860	DOID_589
DOID_4833	
DOID_13334	
DOID_0110432	DOID_12930
DOID_8523	
DOID_0070045	DOID_0060307
DOID_7808	DOID_6039
DOID_751	
DOID_12339	DOID_5875
DOID_12730	
DOID_7834	
DOID_13678	
DOID_7589	
DOID_3896	DOID_657|DOID_2664|DOID_1383
DOID_2354	DOID_12449
DOID_2413	
DOID_0060864	DOID_0060863
DOID_0060881	DOID_0060879
DOID_9439	DOID_9446
DOID_0050882	DOID_1441
DOID_0050865	DOID_5520|DOID_8649|DOID_0050866
DOID_0050975	DOID_1441
DOID_2380	
DOID_6101	DOID_3701
DOID_0050992	DOID_963
DOID_13670	
DOID_10604	DOID_2978
DOID_8894	
DOID_11123	DOID_9809
DOID_12935	DOID_3978
DOID_7352	
DOID_1356	
DOID_3329	DOID_0050704
DOID_0050718	DOID_655
DOID_0050735	DOID_0050177
DOID_5900	DOID_4955
DOID_1665	
DOID_1177	
DOID_3901	DOID_2059
DOID_0111106	DOID_0050524
DOID_0111123	DOID_12712
DOID_7472	
DOID_0050028	
DOID_0080167	DOID_0080164
DOID_0050138	DOID_4976
DOID_4110	DOID_1398
DOID_10809	
DOID_11888	DOID_956
DOID_7714	
DOID_5532	DOID_2152
DOID_8868	
DOID_3296	
DOID_7017	DOID_0060094
DOID_7681	
DOID_1509	DOID_1510
DOID_11336	DOID_0050338
DOID_12522	DOID_841
DOID_3421	DOID_338
DOID_6448	DOID_2098
DOID_4963	
DOID_446	DOID_3947
DOID_10128	DOID_866
DOID_13174	DOID_9650
DOID_4817	DOID_2621
DOID_4784	DOID_2921
DOID_618	
DOID_11735	
DOID_0050515	DOID_4953
DOID_0060717	DOID_0060655
DOID_0050625	DOID_3117
DOID_0050608	DOID_3369
DOID_11308	
DOID_8597	
DOID_10984	
DOID_4937	
DOID_5050	DOID_3459
DOID_8607	DOID_8566
DOID_1036	DOID_1240
DOID_8574	DOID_37
DOID_8962	
DOID_7420	
DOID_8633	DOID_5295
DOID_2946	
DOID_10325	DOID_10316
DOID_1062	DOID_447
DOID_8816	
DOID_4398	DOID_2723
DOID_10120	DOID_530|DOID_1289
DOID_3362	DOID_9768
DOID_0050405	
DOID_3541	DOID_368
DOID_14418	DOID_883
DOID_0060289	DOID_225
DOID_1215	
DOID_11505	
DOID_0060399	DOID_0060388
DOID_1910	DOID_119
DOID_8936	DOID_65
DOID_0110299	DOID_0110274
DOID_12431	
DOID_789	
DOID_9878	
DOID_14327	
DOID_10901	
DOID_14770	
DOID_4702	DOID_37
DOID_9699	DOID_9700
DOID_0110189	DOID_14791
DOID_0060886	DOID_4254
DOID_6481	DOID_3493|DOID_3711
DOID_0060869	DOID_8466
DOID_8454	DOID_5113
DOID_2458	DOID_6195
DOID_0110103	DOID_3310
DOID_9996	
DOID_0110120	DOID_14686
DOID_0050161	DOID_1579
DOID_10937	DOID_150
DOID_0070081	DOID_5419
DOID_0090094	DOID_0090070
DOID_2096	DOID_1245
DOID_6307	DOID_533
DOID_0060082	DOID_0060097
DOID_0060065	DOID_8955
DOID_0080095	DOID_423
DOID_0060175	DOID_0060176
DOID_0060192	DOID_8778
DOID_4278	DOID_3445
DOID_0110092	DOID_0050592
DOID_7	DOID_4
DOID_0110676	DOID_3635
DOID_0110786	DOID_2476
DOID_4403	
DOID_10846	DOID_5295|DOID_2494
DOID_11669	DOID_420|DOID_10120
DOID_0110896	DOID_0050589
DOID_353	
DOID_0060519	DOID_0060500
DOID_5792	
DOID_0060739	DOID_0050736
DOID_5583	DOID_4556
DOID_12376	DOID_0060160
DOID_6522	DOID_6039
DOID_6034	DOID_5262
DOID_13127	DOID_6590
DOID_9396	DOID_3437
DOID_44	
DOID_4370	DOID_76
DOID_962	DOID_3193
DOID_11772	DOID_9799
DOID_12595	
DOID_9521	DOID_0050737
DOID_1289	DOID_331
DOID_3525	DOID_3527|DOID_3526
DOID_0060202	DOID_332
DOID_3472	
DOID_14258	
DOID_0050203	
DOID_0060312	DOID_1762
DOID_5345	DOID_5556
DOID_3163	
DOID_3860	DOID_0050902|DOID_0060104
DOID_6887	
DOID_0060422	DOID_0060388
DOID_0060405	DOID_0060388
DOID_12972	DOID_10619|DOID_285
DOID_9641	
DOID_535	DOID_150
DOID_5439	DOID_3896
DOID_11633	DOID_1459
DOID_5827	
DOID_9700	DOID_6195
DOID_5286	DOID_2096
DOID_11400	DOID_2744
DOID_14313	
DOID_5465	DOID_0060071
DOID_0110059	DOID_2187
DOID_12223	DOID_2965
DOID_0050800	DOID_0050798
DOID_2956	
DOID_1414	DOID_1100
DOID_4929	DOID_299
DOID_10165	
DOID_11977	
DOID_4776	DOID_2921
DOID_4079	DOID_114
DOID_8464	DOID_8465
DOID_8255	DOID_6873
DOID_8952	
DOID_10602	DOID_5295
DOID_2568	DOID_2253
DOID_3019	
DOID_1532	DOID_0050161
DOID_0110546	DOID_0050564
DOID_0110529	DOID_0050565
DOID_1920	DOID_0060158
DOID_121	DOID_229
DOID_1711	
DOID_8617	
DOID_4894	DOID_3713
DOID_12132	DOID_417
DOID_0110436	DOID_12930
DOID_0110419	DOID_10584
DOID_10638	
DOID_12949	
DOID_0050082	
DOID_0050065	
DOID_6506	
DOID_0080077	DOID_11705
DOID_0050192	
DOID_0060174	DOID_0060176
DOID_0060157	DOID_986
DOID_0080094	DOID_423
DOID_0050048	
DOID_0080187	DOID_1036
DOID_0050175	DOID_934
DOID_0050158	DOID_2797
DOID_963	DOID_0050951
DOID_9868	DOID_5295|DOID_2978
DOID_13299	
DOID_6532	
DOID_778	DOID_2468
DOID_0110322	DOID_11984
DOID_13094	DOID_8483
DOID_12271	DOID_240
DOID_4288	DOID_5665|DOID_305
DOID_8490	
DOID_1052	
DOID_0050869	DOID_657
DOID_8161	DOID_3963
DOID_2474	DOID_2475
DOID_0050979	DOID_1441
DOID_8135	DOID_3121|DOID_0060058
DOID_6650	
DOID_0110212	DOID_0050542
DOID_11733	
DOID_9286	DOID_341
DOID_9625	
DOID_364	
DOID_6050	DOID_77
DOID_0050552	
DOID_4051	DOID_3247
DOID_1759	DOID_1731
DOID_10569	
DOID_4901	DOID_1791
DOID_4204	
DOID_0111160	DOID_0050739
DOID_0111143	DOID_700
DOID_594	DOID_2030
DOID_7928	DOID_5556
DOID_6353	
DOID_0050662	DOID_4448
DOID_0050535	DOID_2462
DOID_4230	DOID_4045
DOID_0060771	DOID_0060770
DOID_0060754	DOID_3328
DOID_0050645	DOID_65
DOID_12099	
DOID_7566	DOID_4921
DOID_1879	
DOID_0050772	DOID_0050952
DOID_0050755	DOID_0050950
DOID_3482	DOID_0050338
DOID_5455	
DOID_5026	DOID_684
DOID_0111013	DOID_0050572
DOID_9202	
DOID_5508	DOID_4202
DOID_10533	DOID_552
DOID_1785	DOID_53|DOID_170
DOID_9505	DOID_302
DOID_11096	
DOID_5475	DOID_2683|DOID_0060095
DOID_7328	DOID_6994|DOID_3162|DOID_6037
DOID_5146	DOID_127
DOID_13019	
DOID_3635	DOID_439
DOID_9531	DOID_4166
DOID_7293	DOID_2870
DOID_0060389	DOID_0060388
DOID_0060900	DOID_0060892
DOID_551	DOID_552
DOID_0060499	DOID_0060004
DOID_11053	
DOID_7345	
DOID_1658	
DOID_13668	
DOID_1837	DOID_9352
DOID_9009	
DOID_7827	DOID_184
DOID_5589	
DOID_9791	
DOID_2253	DOID_345
DOID_553	
DOID_7465	DOID_2916
DOID_9129	
DOID_735	
DOID_1564	DOID_0050117
DOID_12192	DOID_219
DOID_0060038	DOID_0060037
DOID_1355	DOID_0050619|DOID_0060058
DOID_0060055	DOID_0050736
DOID_0060072	DOID_14566
DOID_0060148	DOID_4090
DOID_0050039	
DOID_0080085	DOID_4123
DOID_0060165	DOID_8619
DOID_0050073	DOID_13564
DOID_0050056	
DOID_0060182	DOID_0060180
DOID_0080195	DOID_0050737
DOID_5740	DOID_10154
DOID_0080068	DOID_10595
DOID_6894	
DOID_0110399	DOID_10584
DOID_3414	
DOID_9101	
DOID_6929	DOID_5679
DOID_0110313	DOID_11984
DOID_0110330	DOID_14791
DOID_10326	DOID_10316
DOID_3169	
DOID_321	DOID_934
DOID_13195	DOID_12176
DOID_5043	DOID_0060109
DOID_0060859	DOID_0050338
DOID_0080178	DOID_77
DOID_1329	
DOID_7192	DOID_4455
DOID_0110110	DOID_1882
DOID_0110220	DOID_0050451
DOID_0110203	DOID_0050543
DOID_12637	DOID_1284
DOID_3320	DOID_3321
DOID_0050560	DOID_0050557
DOID_0060525	DOID_0060524
DOID_0060542	DOID_3753
DOID_3111	DOID_299
DOID_11197	DOID_11184
DOID_10118	
DOID_0110759	DOID_9744
DOID_6294	DOID_6291
DOID_0110869	DOID_0050534
DOID_0110886	DOID_0050589
DOID_12164	DOID_12161
DOID_8167	DOID_3121|DOID_1909
DOID_8506	DOID_0060039
DOID_6288	
DOID_12025	
DOID_0111134	DOID_1312
DOID_3052	DOID_1063
DOID_0111151	DOID_11840
DOID_0110800	DOID_2476
DOID_6776	DOID_3459
DOID_6079	
DOID_0110289	DOID_0110274
DOID_8650	
DOID_0060652	DOID_10780
DOID_0050543	DOID_10595
DOID_0050526	DOID_225
DOID_0060745	DOID_2569
DOID_1112	
DOID_0060762	DOID_37
DOID_11252	DOID_2355
DOID_0050653	
DOID_0050670	DOID_1969
DOID_1600	
DOID_6809	DOID_5402
DOID_8287	
DOID_10922	
DOID_10257	
DOID_4236	DOID_154
DOID_0111004	DOID_0050777
DOID_11421	
DOID_379	DOID_2742
DOID_12224	
DOID_9775	DOID_6000
DOID_2725	DOID_1271|DOID_471
DOID_13760	DOID_5502
DOID_2363	
DOID_5599	DOID_5600
DOID_8050	DOID_5306
DOID_4356	
DOID_11457	DOID_936
DOID_794	
DOID_0110082	DOID_0050431
DOID_8532	
DOID_9954	DOID_9952
DOID_13796	
DOID_12973	
DOID_6204	DOID_2891
DOID_14763	
DOID_6901	DOID_2152
DOID_5870	DOID_552
DOID_7455	DOID_2277
DOID_7843	DOID_3459
DOID_1459	DOID_50
DOID_12820	
DOID_13768	DOID_883
DOID_10639	
DOID_10426	DOID_0080015
DOID_5515	DOID_4931|DOID_1749
DOID_3279	DOID_3275
DOID_5482	DOID_2683
DOID_11978	
DOID_13929	DOID_1400
DOID_746	DOID_2645
DOID_7961	DOID_3744
DOID_14090	
DOID_11839	DOID_11615
DOID_6110	DOID_3565
DOID_14519	
DOID_7817	DOID_5076
DOID_5635	DOID_5516|DOID_4830
DOID_14350	DOID_7166
DOID_552	DOID_850
DOID_0050295	
DOID_9420	
DOID_0050969	DOID_1441
DOID_8759	
DOID_3910	DOID_299|DOID_3908
DOID_10013	
DOID_6786	DOID_3255
DOID_0050148	DOID_974
DOID_0050165	
DOID_12765	
DOID_8389	DOID_4693
DOID_7026	
DOID_1339	DOID_1342
DOID_0050892	DOID_5719
DOID_6939	DOID_0060106
DOID_13095	DOID_225|DOID_224|DOID_0050828
DOID_310	DOID_890
DOID_11213	DOID_11184
DOID_0110107	DOID_1882
DOID_5362	DOID_934
DOID_0060090	DOID_0060115
DOID_5850	DOID_5844
DOID_0090085	DOID_0090070
DOID_989	
DOID_2853	
DOID_1102	
DOID_0050618	DOID_192
DOID_0050635	DOID_10969
DOID_0050728	DOID_2978
DOID_13264	
DOID_0050762	DOID_9252
DOID_0050745	DOID_707
DOID_4826	
DOID_8516	DOID_8514
DOID_795	
DOID_11734	
DOID_2491	DOID_870
DOID_4852	DOID_3069
DOID_0050652	
DOID_1222	DOID_6227
DOID_0060560	DOID_0060558
DOID_3404	
DOID_4946	
DOID_13691	DOID_2658|DOID_4159
DOID_6278	DOID_6067|DOID_4422
DOID_4972	DOID_0070004
DOID_6457	DOID_0050736
DOID_12696	
DOID_0110460	DOID_12930
DOID_196	
DOID_8060	DOID_3179|DOID_0060096|DOID_1352|DOID_1361
DOID_2373	DOID_74
DOID_2044	DOID_2237
DOID_5768	DOID_0060379
DOID_12269	
DOID_0080206	DOID_0080205
DOID_14190	
DOID_2227	
DOID_0060303	DOID_626
DOID_11939	
DOID_2018	DOID_4194|DOID_1428
DOID_0060413	DOID_0060388
DOID_2526	DOID_10286|DOID_299
DOID_6184	
DOID_12064	DOID_4691|DOID_962
DOID_4708	DOID_3565|DOID_4437
DOID_6702	
DOID_64	
DOID_4346	DOID_3133
DOID_10534	DOID_3119|DOID_76
DOID_12324	
DOID_2347	DOID_1936
DOID_8522	
DOID_1001	
DOID_12921	
DOID_4028	DOID_471
DOID_4725	
DOID_12057	
DOID_4904	
DOID_4363	
DOID_11527	DOID_786
DOID_7599	DOID_3284
DOID_4751	DOID_4752
DOID_3000	
DOID_579	
DOID_0050396	
DOID_14191	
DOID_13112	DOID_12397
DOID_6356	
DOID_0060395	DOID_0060388
DOID_0050286	
DOID_14451	DOID_1029
DOID_0090089	DOID_0090070
DOID_13653	DOID_530|DOID_1400
DOID_7296	
DOID_0110303	DOID_0110273
DOID_11259	
DOID_5667	DOID_2095|DOID_3451
DOID_0050029	
DOID_0050046	DOID_11104
DOID_168	
DOID_0080185	DOID_4926
DOID_0050139	
DOID_0070076	DOID_0060307
DOID_0050156	DOID_2797
DOID_9843	DOID_540
DOID_0070059	DOID_0060307
DOID_2423	
DOID_946	DOID_2789
DOID_11054	DOID_3996|DOID_365
DOID_13689	DOID_9590
DOID_8110	DOID_3502
DOID_0050883	DOID_1289
DOID_0050993	DOID_963
DOID_9598	DOID_65
DOID_752	DOID_750
DOID_2061	DOID_3896
DOID_11314	
DOID_5785	
DOID_12117	DOID_850
DOID_4422	DOID_4236
DOID_4631	
DOID_0060735	DOID_4644
DOID_0050626	DOID_3119
DOID_0050609	
DOID_1913	
DOID_0050643	DOID_4123
DOID_13240	DOID_214
DOID_3186	DOID_3181
DOID_0050719	DOID_0050718
DOID_0050736	DOID_0050739
DOID_0050753	DOID_2786
DOID_10319	DOID_10316
DOID_14188	DOID_65
DOID_9361	
DOID_13365	DOID_8927
DOID_3674	DOID_3672
DOID_3365	
DOID_3733	DOID_2789
DOID_1734	
DOID_5185	
DOID_0050533	
DOID_0050516	DOID_934
DOID_9690	
DOID_5488	DOID_4050|DOID_5485
DOID_7903	DOID_4549
DOID_10059	
DOID_0111107	DOID_0050524
DOID_5547	DOID_0050828|DOID_175|DOID_3594
DOID_0111141	DOID_535
DOID_0111124	DOID_12712
DOID_7850	
DOID_9723	DOID_9724|DOID_9720
DOID_3339	
DOID_1254	DOID_1255
DOID_2796	
DOID_14764	DOID_0050736
DOID_8766	
DOID_5430	
DOID_6852	
DOID_8337	DOID_1518
DOID_13212	
DOID_6826	
DOID_2829	
DOID_13997	
DOID_14152	DOID_2133|DOID_5612
DOID_10095	DOID_331
DOID_1760	DOID_338
DOID_1228	
DOID_1616	DOID_0060082
DOID_8457	DOID_5113
DOID_1407	DOID_12030
DOID_10294	
DOID_3010	DOID_8791
DOID_14351	DOID_7166
DOID_947	
DOID_5769	DOID_3345
DOID_2921	DOID_10952
DOID_0110934	DOID_3191
DOID_0110951	DOID_9258
DOID_4406	DOID_2723
DOID_396	DOID_397
DOID_2676	
DOID_995	
DOID_5310	DOID_3458
DOID_0110464	DOID_0050565
DOID_0110447	DOID_12930
DOID_0050488	DOID_9856
DOID_13157	
DOID_205	DOID_0080005
DOID_2497	DOID_2498
DOID_6708	
DOID_0070155	DOID_0070161
DOID_0090092	DOID_0090070
DOID_0060046	DOID_93
DOID_0110207	DOID_0050542
DOID_0060063	DOID_8955
DOID_0080093	DOID_423
DOID_0060156	DOID_0060155
DOID_0060173	DOID_0050736
DOID_0090075	DOID_0090070
DOID_0110317	DOID_11984
DOID_0080076	DOID_0050721
DOID_14083	
DOID_0080059	DOID_0050950
DOID_9524	
DOID_3837	
DOID_14520	
DOID_5289	DOID_5165|DOID_1967
DOID_4253	DOID_4254
DOID_4044	DOID_461
DOID_2742	DOID_0050155
DOID_12766	
DOID_13753	
DOID_2801	DOID_2797
DOID_9827	DOID_0080015
DOID_7740	
DOID_7043	
DOID_12758	
DOID_0111138	DOID_0050585
DOID_9225	
DOID_1844	DOID_572
DOID_0060516	DOID_0060513
DOID_0060550	DOID_225
DOID_0110073	DOID_0050431
DOID_8929	DOID_4029
DOID_13088	DOID_2034
DOID_3564	
DOID_12140	DOID_10113
DOID_3355	DOID_201
DOID_5049	
DOID_9251	
DOID_13080	DOID_417
DOID_336	
DOID_9192	DOID_6050
DOID_0060643	DOID_14268
DOID_3717	DOID_5517|DOID_299
DOID_0110804	DOID_2476
DOID_0060770	DOID_1682
DOID_0060753	DOID_3328
DOID_13340	
DOID_5169	DOID_2146
DOID_8656	
DOID_0050200	DOID_11266
DOID_8682	
DOID_0110450	DOID_12930
DOID_10815	
DOID_2995	
DOID_0110560	DOID_0050564
DOID_13861	DOID_13452
DOID_1238	
DOID_8776	
DOID_1029	DOID_896
DOID_1724	DOID_750
DOID_8955	DOID_12449
DOID_5414	DOID_5409
DOID_0110090	DOID_0050592
DOID_8809	
DOID_11006	
DOID_1750	
DOID_1055	
DOID_8288	DOID_3151
DOID_7430	DOID_6052
DOID_14472	DOID_934
DOID_0050386	
DOID_0050369	
DOID_3616	DOID_3315
DOID_4829	DOID_3908
DOID_3254	DOID_3247|DOID_4064
DOID_10852	DOID_10754
DOID_14045	
DOID_14100	
DOID_0111087	DOID_13636
DOID_5733	DOID_1962
DOID_9423	DOID_530
DOID_11595	DOID_11343
DOID_5580	DOID_1799
DOID_0050496	
DOID_3407	DOID_6713
DOID_0050479	
DOID_111	
DOID_13133	DOID_13129
DOID_1557	DOID_0060056
DOID_10220	
DOID_11315	DOID_1731
DOID_8734	
DOID_6496	DOID_4549
DOID_6406	DOID_1657
DOID_2892	DOID_2893
DOID_13654	DOID_530|DOID_1400
DOID_2683	DOID_0060084
DOID_10564	
DOID_12515	
DOID_490	DOID_3683|DOID_255
DOID_1623	DOID_0060082
DOID_0090103	DOID_649
DOID_1314	
DOID_8852	
DOID_11182	
DOID_1802	DOID_1188|DOID_1803
DOID_8708	
DOID_15	DOID_7
DOID_0070082	DOID_5419
DOID_0050856	DOID_0060038
DOID_0050873	DOID_707
DOID_0050890	DOID_1289
DOID_3134	DOID_37
DOID_0050983	DOID_1441
DOID_0050966	DOID_1441
DOID_4676	DOID_1074
DOID_6800	
DOID_13859	
DOID_12714	DOID_0050737
DOID_2077	
DOID_0060537	DOID_700
DOID_0050726	DOID_9275
DOID_0050709	DOID_0050702
DOID_13386	DOID_7427
DOID_0060647	DOID_225
DOID_10151	DOID_10149
DOID_1988	DOID_0060058|DOID_1993
DOID_9768	DOID_114
DOID_8226	
DOID_8614	
DOID_11091	
DOID_12102	
DOID_2718	DOID_1673
DOID_0090079	DOID_0090070
DOID_0070159	DOID_0050548
DOID_8252	DOID_4483
DOID_2565	DOID_0060442
DOID_9794	DOID_980
DOID_6253	
DOID_14244	DOID_13757
DOID_6741	DOID_3459
DOID_13446	DOID_5976
DOID_7683	
DOID_5717	
DOID_4142	
DOID_14413	DOID_566
DOID_9168	
DOID_1994	
DOID_5564	DOID_5324|DOID_3307
DOID_5355	
DOID_7049	DOID_3151|DOID_5522
DOID_5743	DOID_3458
DOID_11872	
DOID_4201	DOID_1188
DOID_11550	DOID_562
DOID_9740	DOID_9741
DOID_13646	
DOID_11490	
DOID_14449	DOID_3491
DOID_5684	DOID_0080027
DOID_10960	
DOID_11107	
DOID_12919	DOID_12365
DOID_7657	
DOID_7169	DOID_4556
DOID_0110077	DOID_0050431
DOID_4321	DOID_174
DOID_10096	
DOID_536	
DOID_9860	
DOID_13158	
DOID_3264	DOID_1240
DOID_6659	DOID_2893
DOID_7320	DOID_5474
DOID_5082	DOID_409
DOID_13418	
DOID_0060386	DOID_0050169
DOID_7075	
DOID_1388	DOID_1387
DOID_5590	DOID_3451
DOID_0060496	DOID_1205
DOID_1179	
DOID_3750	DOID_734|DOID_1749
DOID_14000	DOID_5679
DOID_10692	
DOID_0060293	DOID_2581
DOID_0060276	DOID_0060264
DOID_0110437	DOID_12930
DOID_0110454	DOID_12930
DOID_0110547	DOID_0050564
DOID_0050294	
DOID_0050277	
DOID_9413	
DOID_3029	DOID_234|DOID_3030
DOID_0110564	DOID_0050564
DOID_13754	
DOID_2693	
DOID_11664	DOID_1073
DOID_4875	DOID_4876
DOID_1330	
DOID_2549	
DOID_0060146	DOID_4090
DOID_0050037	
DOID_0050147	DOID_9463
DOID_12202	
DOID_0060129	DOID_0060125
DOID_2728	
DOID_0080066	DOID_0050950
DOID_0080049	DOID_2256
DOID_0080159	DOID_11608
DOID_13005	DOID_10619
DOID_14084	
DOID_0080176	DOID_9470
DOID_0070067	DOID_0060307
DOID_6725	DOID_0080007
DOID_0110907	DOID_0050589
DOID_1271	DOID_178
DOID_0110941	DOID_13533
DOID_0110924	DOID_0050120
DOID_0050070	
DOID_0060873	DOID_0060870
DOID_0060890	DOID_446
DOID_0050891	DOID_656
DOID_4995	DOID_2609
DOID_10877	
DOID_1304	
DOID_0060743	DOID_14749
DOID_0050634	DOID_987
DOID_0050617	DOID_192
DOID_9993	DOID_4194|DOID_1428
DOID_9296	DOID_0050567
DOID_13341	DOID_2475
DOID_6631	
DOID_10251	
DOID_14289	DOID_0050826
DOID_0110790	DOID_2476
DOID_11811	DOID_11054
DOID_2093	DOID_1245
DOID_4305	DOID_200
DOID_12759	DOID_1417|DOID_3479
DOID_0050507	
DOID_0050524	DOID_630
DOID_2575	DOID_9974
DOID_2366	DOID_934
DOID_9599	DOID_9598
DOID_4548	DOID_4549
DOID_2608	
DOID_6605	DOID_4471
DOID_2187	DOID_693
DOID_4911	
DOID_0050300	
DOID_0050410	
DOID_11756	
DOID_3734	
DOID_5707	
DOID_12346	
DOID_1498	DOID_0050338
DOID_7488	DOID_738
DOID_11390	DOID_6713
DOID_0110046	DOID_10652
DOID_7912	DOID_5076
DOID_9673	DOID_9637
DOID_0090013	DOID_627
DOID_0090030	DOID_9553
DOID_0070110	
DOID_11349	
DOID_7491	DOID_2096|DOID_7492
DOID_13270	DOID_3133
DOID_10204	
DOID_0050901	DOID_3187|DOID_3181
DOID_3468	
DOID_0110929	DOID_3191
DOID_136	DOID_0050918
DOID_12543	
DOID_10393	DOID_381
DOID_11404	
DOID_14450	DOID_14447
DOID_2314	DOID_841
DOID_13743	DOID_6293|DOID_319
DOID_9826	
DOID_8795	
DOID_0050149	
DOID_0070086	DOID_5419
DOID_0050183	
DOID_0050166	DOID_2149
DOID_6955	
DOID_0110612	DOID_9562
DOID_8649	DOID_8618|DOID_10944
DOID_5104	DOID_2519
DOID_3077	
DOID_8828	
DOID_12275	DOID_4223
DOID_14242	
DOID_13078	DOID_1563
DOID_684	DOID_686
DOID_3374	DOID_3376
DOID_14206	
DOID_10149	DOID_184
DOID_7371	DOID_4007
DOID_0110125	DOID_1935
DOID_0110108	DOID_1882
DOID_3348	
DOID_1863	DOID_184
DOID_0060087	DOID_0050622
DOID_5194	DOID_4163
DOID_0070069	DOID_0060307
DOID_8769	
DOID_0060197	DOID_332
DOID_3195	
DOID_3683	DOID_850|DOID_0050621
DOID_11512	DOID_272
DOID_636	DOID_3213
DOID_6861	
DOID_8193	DOID_5344
DOID_13851	
DOID_8920	DOID_121
DOID_4509	
DOID_0110698	DOID_4535
DOID_6682	DOID_0080010
DOID_0110097	DOID_0050592
DOID_2988	DOID_417
DOID_12712	DOID_0050737
DOID_2779	
DOID_8675	DOID_0060073|DOID_1115
DOID_8466	DOID_5679
DOID_6835	
DOID_13302	
DOID_0050636	DOID_9120
DOID_0050746	DOID_707
DOID_0060557	DOID_0050950
DOID_0060574	DOID_12531
DOID_0050780	DOID_0050177
DOID_4499	
DOID_0050763	DOID_225
DOID_13042	DOID_6432
DOID_0060684	DOID_0060681
DOID_2751	DOID_2747
DOID_0110474	DOID_0050565
DOID_0110584	DOID_0050564
DOID_2930	
DOID_12047	
DOID_4415	DOID_4231
