DOID	Number_of_ancestors
DOID_0080093	8
DOID_1337	1
DOID_1336	1
DOID_1335	1
DOID_11860	1
DOID_1333	1
DOID_0050802	8
DOID_1331	1
DOID_1330	1
DOID_3781	7
DOID_3783	6
DOID_12768	1
DOID_12513	1
DOID_12765	1
DOID_8851	1
DOID_12767	1
DOID_12766	1
DOID_12761	1
DOID_12760	1
DOID_12763	1
DOID_12762	1
DOID_11232	10
DOID_11233	10
DOID_11230	9
DOID_11231	10
DOID_11588	1
DOID_11589	8
DOID_11234	10
DOID_11235	7
DOID_11584	1
DOID_11238	1
DOID_11239	8
DOID_11581	9
DOID_11582	1
DOID_4378	9
DOID_4379	8
DOID_0060698	6
DOID_2784	8
DOID_2783	1
DOID_2782	11
DOID_2781	12
DOID_2780	10
DOID_4370	6
DOID_4371	7
DOID_4372	8
DOID_12515	1
DOID_1254	7
DOID_1255	6
DOID_0060694	9
DOID_1257	1
DOID_12135	1
DOID_3876	8
DOID_3877	7
DOID_12583	6
DOID_12582	1
DOID_3872	1
DOID_12584	1
DOID_3870	9
DOID_3871	1
DOID_0001816	7
DOID_2156	9
DOID_3878	8
DOID_11056	1
DOID_672	7
DOID_11054	7
DOID_11055	6
DOID_11053	1
DOID_11450	8
DOID_13951	8
DOID_1175	1
DOID_44	1
DOID_582	8
DOID_46	1
DOID_47	6
DOID_48	5
DOID_1176	6
DOID_0110716	8
DOID_4867	10
DOID_4451	8
DOID_0050303	1
DOID_4452	1
DOID_670	6
DOID_14281	1
DOID_0060747	7
DOID_14463	9
DOID_10183	8
DOID_10182	9
DOID_10187	7
DOID_0050302	1
DOID_10184	7
DOID_10188	7
DOID_676	10
DOID_674	5
DOID_675	1
DOID_0050301	1
DOID_6208	9
DOID_671	1
DOID_6204	8
DOID_6205	1
DOID_6202	1
DOID_6203	9
DOID_678	8
DOID_6201	8
DOID_7551	6
DOID_7002	1
DOID_10989	9
DOID_1929	9
DOID_7007	11
DOID_7554	1
DOID_7005	8
DOID_7004	9
DOID_7559	9
DOID_7558	9
DOID_14350	7
DOID_14351	7
DOID_1926	8
DOID_1927	7
DOID_10985	1
DOID_10984	1
DOID_0050164	1
DOID_576	6
DOID_589	8
DOID_13955	8
DOID_585	6
DOID_13957	6
DOID_13956	8
DOID_580	6
DOID_581	1
DOID_13953	8
DOID_583	7
DOID_0050307	1
DOID_128	1
DOID_0090120	6
DOID_2151	10
DOID_0060883	7
DOID_13409	7
DOID_0060330	7
DOID_0060333	7
DOID_0060880	7
DOID_0060887	6
DOID_0060334	9
DOID_0060337	7
DOID_0110298	11
DOID_0110299	11
DOID_0110296	11
DOID_0110297	11
DOID_0110294	11
DOID_0060884	7
DOID_0110292	11
DOID_0110293	11
DOID_0110290	11
DOID_0110291	10
DOID_13378	8
DOID_859	7
DOID_13371	7
DOID_853	8
DOID_850	6
DOID_13372	6
DOID_856	7
DOID_857	6
DOID_854	6
DOID_13376	1
DOID_3274	9
DOID_3275	8
DOID_3276	1
DOID_3277	7
DOID_3278	9
DOID_3279	9
DOID_0080207	6
DOID_0080206	6
DOID_0080205	5
DOID_0050032	5
DOID_8060	8
DOID_0080202	8
DOID_0080201	4
DOID_0080200	7
DOID_0110072	9
DOID_0050038	1
DOID_0110070	9
DOID_0110071	9
DOID_8068	9
DOID_0110077	9
DOID_0110074	9
DOID_0110075	9
DOID_7032	9
DOID_9336	6
DOID_9335	8
DOID_9333	1
DOID_679	7
DOID_9339	6
DOID_0050976	9
DOID_6839	9
DOID_6838	8
DOID_13528	1
DOID_6835	1
DOID_6837	7
DOID_6830	1
DOID_0050299	1
DOID_0050298	1
DOID_2976	1
DOID_0050295	1
DOID_0050294	1
DOID_0050297	1
DOID_0050296	1
DOID_0050291	5
DOID_0050290	7
DOID_0050293	1
DOID_0050292	6
DOID_690	1
DOID_8860	1
DOID_13048	1
DOID_2977	6
DOID_3663	7
DOID_3661	1
DOID_3660	8
DOID_3667	1
DOID_0111136	8
DOID_3665	8
DOID_3664	8
DOID_3669	8
DOID_3668	1
DOID_13801	5
DOID_0050971	9
DOID_8862	1
DOID_0050263	1
DOID_5849	9
DOID_5848	9
DOID_5339	9
DOID_5338	10
DOID_5333	1
DOID_5332	1
DOID_5843	9
DOID_5842	9
DOID_5337	10
DOID_5844	8
DOID_5847	9
DOID_5334	8
DOID_0110295	11
DOID_0050264	1
DOID_13169	8
DOID_2973	6
DOID_4554	9
DOID_12248	1
DOID_2731	6
DOID_0050265	1
DOID_12242	1
DOID_12243	1
DOID_12240	1
DOID_12241	8
DOID_12246	8
DOID_12935	8
DOID_12936	1
DOID_12245	1
DOID_5097	1
DOID_3413	6
DOID_13042	9
DOID_7482	9
DOID_0060209	9
DOID_0060208	9
DOID_0060759	8
DOID_0060758	8
DOID_0060753	10
DOID_0060752	10
DOID_0060203	9
DOID_0060202	9
DOID_0060757	10
DOID_0060204	9
DOID_0060755	10
DOID_0060754	10
DOID_7238	1
DOID_4557	6
DOID_2648	9
DOID_2649	8
DOID_1469	1
DOID_7239	1
DOID_2642	1
DOID_2643	9
DOID_2640	13
DOID_2641	12
DOID_2647	7
DOID_0070125	8
DOID_2645	6
DOID_1467	10
DOID_5434	8
DOID_1466	1
DOID_4558	7
DOID_4105	1
DOID_0050269	1
DOID_4104	1
DOID_5093	6
DOID_5435	8
DOID_14121	7
DOID_13370	1
DOID_11917	7
DOID_11914	7
DOID_11913	1
DOID_11912	1
DOID_11911	1
DOID_11910	1
DOID_851	6
DOID_2334	1
DOID_13375	8
DOID_0110912	8
DOID_13374	6
DOID_4525	9
DOID_4524	8
DOID_4527	7
DOID_14033	9
DOID_14032	9
DOID_14031	1
DOID_14030	1
DOID_10069	8
DOID_14039	7
DOID_14038	1
DOID_13564	7
DOID_13565	8
DOID_111	1
DOID_110	8
DOID_6549	1
DOID_3068	8
DOID_447	6
DOID_114	5
DOID_6013	1
DOID_448	1
DOID_119	8
DOID_118	6
DOID_6017	10
DOID_6016	11
DOID_6015	10
DOID_6014	1
DOID_2259	1
DOID_3419	9
DOID_2255	1
DOID_2257	1
DOID_2256	8
DOID_2251	8
DOID_2250	1
DOID_2253	7
DOID_6294	10
DOID_14292	7
DOID_14291	7
DOID_0070048	9
DOID_13548	7
DOID_6293	8
DOID_13241	7
DOID_6740	10
DOID_0060803	9
DOID_0050996	9
DOID_0050997	9
DOID_0110711	7
DOID_0050995	9
DOID_0050992	9
DOID_0050993	9
DOID_0050990	9
DOID_0050991	9
DOID_13050	8
DOID_0050998	9
DOID_0050999	9
DOID_5659	1
DOID_2000	11
DOID_2001	7
DOID_0060802	9
DOID_0050033	1
DOID_0110079	10
DOID_0050035	7
DOID_0050034	1
DOID_0050037	1
DOID_0050198	5
DOID_0050199	5
DOID_0050196	5
DOID_0050197	5
DOID_0050194	5
DOID_8063	1
DOID_0050192	1
DOID_0050193	1
DOID_6367	8
DOID_0050191	1
DOID_0050039	1
DOID_7231	10
DOID_2009	1
DOID_7762	7
DOID_7763	9
DOID_13081	6
DOID_7764	9
DOID_7765	11
DOID_0111008	11
DOID_0111009	11
DOID_4975	1
DOID_0111000	6
DOID_13087	4
DOID_0111002	6
DOID_0111003	6
DOID_0111004	6
DOID_0111005	11
DOID_0111006	11
DOID_0111007	11
DOID_4943	6
DOID_4942	1
DOID_14007	1
DOID_4947	9
DOID_4946	1
DOID_4945	1
DOID_4944	7
DOID_13742	10
DOID_13743	9
DOID_0050378	1
DOID_0080019	9
DOID_0110719	8
DOID_0110718	8
DOID_0080012	1
DOID_8506	8
DOID_8505	8
DOID_8504	8
DOID_0080016	5
DOID_0080017	1
DOID_0080014	4
DOID_0050375	1
DOID_716	1
DOID_4675	8
DOID_0080029	9
DOID_14766	6
DOID_0110710	7
DOID_539	9
DOID_0050348	1
DOID_0050611	6
DOID_14764	7
DOID_0080026	9
DOID_4671	7
DOID_0050345	1
DOID_0050612	6
DOID_538	11
DOID_0110700	7
DOID_4672	1
DOID_0050342	1
DOID_1404	11
DOID_8587	1
DOID_0080021	10
DOID_14729	1
DOID_8243	9
DOID_0060804	9
DOID_1687	9
DOID_1686	8
DOID_1685	1
DOID_14003	1
DOID_1683	1
DOID_1682	6
DOID_1681	7
DOID_1680	7
DOID_571	10
DOID_4193	8
DOID_7433	1
DOID_8713	1
DOID_2817	10
DOID_9101	1
DOID_2815	9
DOID_572	9
DOID_0110843	8
DOID_0110842	9
DOID_0110841	9
DOID_2810	7
DOID_9108	6
DOID_7436	12
DOID_0110849	8
DOID_0110848	8
DOID_1355	8
DOID_1354	1
DOID_1357	8
DOID_1356	1
DOID_1829	7
DOID_1352	7
DOID_7435	11
DOID_1358	8
DOID_14547	8
DOID_12032	1
DOID_12034	1
DOID_14230	9
DOID_7438	8
DOID_534	1
DOID_4195	7
DOID_11215	1
DOID_11217	9
DOID_11210	1
DOID_11211	11
DOID_11212	10
DOID_11213	11
DOID_13308	1
DOID_11219	11
DOID_6126	10
DOID_0070158	8
DOID_0070159	8
DOID_1238	1
DOID_1239	1
DOID_0070154	9
DOID_0070155	9
DOID_0070156	9
DOID_0070157	9
DOID_0070150	9
DOID_4313	8
DOID_0070152	9
DOID_1231	1
DOID_3858	1
DOID_3859	1
DOID_13309	1
DOID_3855	8
DOID_3856	7
DOID_3857	11
DOID_3850	9
DOID_3852	6
DOID_4987	1
DOID_3909	1
DOID_0001874	1
DOID_0060418	6
DOID_0060419	6
DOID_0060414	6
DOID_0060415	6
DOID_0060416	6
DOID_0060417	6
DOID_0060410	6
DOID_0060411	6
DOID_0060412	6
DOID_0060413	6
DOID_68	1
DOID_69	1
DOID_62	7
DOID_11702	8
DOID_61	7
DOID_66	6
DOID_67	1
DOID_64	1
DOID_65	5
DOID_1074	6
DOID_7998	6
DOID_7994	9
DOID_7997	6
DOID_7996	9
DOID_14199	9
DOID_14190	1
DOID_14191	1
DOID_14192	10
DOID_654	6
DOID_5041	7
DOID_5040	8
DOID_5043	9
DOID_5042	8
DOID_618	1
DOID_619	1
DOID_5047	6
DOID_12118	8
DOID_614	7
DOID_615	6
DOID_616	1
DOID_617	1
DOID_611	1
DOID_612	5
DOID_613	7
DOID_11078	1
DOID_6225	6
DOID_6226	1
DOID_6227	9
DOID_2131	1
DOID_655	4
DOID_11074	1
DOID_6229	7
DOID_11076	7
DOID_11077	6
DOID_10309	1
DOID_1901	7
DOID_7575	8
DOID_1903	1
DOID_1904	1
DOID_1905	1
DOID_7571	8
DOID_1907	9
DOID_1908	1
DOID_10300	7
DOID_10303	7
DOID_10302	7
DOID_10305	1
DOID_10304	1
DOID_10307	1
DOID_7578	8
DOID_1056	6
DOID_2132	9
DOID_0060819	9
DOID_656	6
DOID_5656	7
DOID_5597	9
DOID_13976	7
DOID_13975	1
DOID_5594	1
DOID_5593	10
DOID_13972	8
DOID_5591	10
DOID_5590	8
DOID_5599	11
DOID_13978	1
DOID_2133	8
DOID_13300	9
DOID_2857	1
DOID_7537	10
DOID_2134	1
DOID_13301	1
DOID_272	6
DOID_6480	1
DOID_6481	9
DOID_6482	9
DOID_6483	9
DOID_6484	10
DOID_6486	1
DOID_6488	1
DOID_6489	12
DOID_0050366	1
DOID_0110274	10
DOID_0110275	11
DOID_0110276	11
DOID_0110277	11
DOID_0110270	10
DOID_0110271	10
DOID_0110272	10
DOID_0110273	10
DOID_0110278	11
DOID_0110279	11
DOID_3666	9
DOID_13353	7
DOID_4887	1
DOID_4884	1
DOID_4885	5
DOID_13357	11
DOID_13356	10
DOID_13355	1
DOID_13354	1
DOID_13359	7
DOID_4714	1
DOID_4888	1
DOID_4889	8
DOID_3216	10
DOID_3217	1
DOID_3215	1
DOID_3212	1
DOID_3213	7
DOID_3210	10
DOID_3211	5
DOID_3218	9
DOID_0110010	12
DOID_0110011	6
DOID_2064	9
DOID_2065	9
DOID_2062	1
DOID_0110015	13
DOID_2060	9
DOID_2061	8
DOID_0110018	13
DOID_0110019	13
DOID_4715	8
DOID_7681	1
DOID_7683	1
DOID_7682	1
DOID_4088	1
DOID_4086	8
DOID_4087	8
DOID_4084	9
DOID_4085	8
DOID_4080	8
DOID_6812	9
DOID_6811	10
DOID_218	10
DOID_2066	9
DOID_2139	7
DOID_0060026	7
DOID_13306	7
DOID_277	8
DOID_5393	8
DOID_0050045	1
DOID_1441	8
DOID_3898	1
DOID_13506	1
DOID_9359	1
DOID_9358	7
DOID_9357	1
DOID_9351	7
DOID_10860	1
DOID_9353	1
DOID_9352	8
DOID_8514	8
DOID_13507	7
DOID_0050591	7
DOID_0050419	7
DOID_0050418	1
DOID_5867	9
DOID_0050416	1
DOID_0050415	1
DOID_0050414	1
DOID_5863	1
DOID_5862	9
DOID_5861	9
DOID_0050410	1
DOID_10914	5
DOID_0050369	1
DOID_3230	6
DOID_12268	1
DOID_12269	1
DOID_0050208	1
DOID_12265	9
DOID_6419	7
DOID_13500	7
DOID_11685	8
DOID_11684	8
DOID_11683	1
DOID_11681	1
DOID_11680	1
DOID_8611	1
DOID_0060771	8
DOID_0060770	7
DOID_0060773	7
DOID_0060772	8
DOID_0060775	7
DOID_0060774	6
DOID_0060777	7
DOID_0060776	7
DOID_0070095	8
DOID_0070094	8
DOID_0070097	8
DOID_0070096	8
DOID_0070091	7
DOID_0070090	7
DOID_0070093	7
DOID_8616	7
DOID_8967	1
DOID_2660	9
DOID_2661	9
DOID_5293	11
DOID_2664	8
DOID_2665	1
DOID_2667	9
DOID_2668	8
DOID_2669	10
DOID_0080119	6
DOID_2956	1
DOID_0110851	6
DOID_8844	1
DOID_13501	9
DOID_8604	1
DOID_9118	1
DOID_2957	7
DOID_2828	10
DOID_4509	1
DOID_5330	7
DOID_4502	1
DOID_4501	4
DOID_4500	6
DOID_4505	8
DOID_4504	8
DOID_5419	6
DOID_5335	1
DOID_14114	1
DOID_5846	9
DOID_0050202	5
DOID_6563	1
DOID_3042	8
DOID_425	1
DOID_3040	1
DOID_6567	12
DOID_6566	10
DOID_421	5
DOID_3044	7
DOID_6569	11
DOID_14117	1
DOID_429	6
DOID_2273	6
DOID_2272	8
DOID_2271	1
DOID_2277	5
DOID_2275	6
DOID_2274	1
DOID_2279	1
DOID_1776	9
DOID_8516	9
DOID_8340	12
DOID_6408	6
DOID_1770	8
DOID_13015	1
DOID_8841	1
DOID_11524	1
DOID_217	9
DOID_12022	1
DOID_2950	1
DOID_139	7
DOID_13469	1
DOID_5678	9
DOID_5679	8
DOID_13509	1
DOID_5672	8
DOID_130	1
DOID_13504	1
DOID_13013	1
DOID_5676	1
DOID_5677	8
DOID_137	9
DOID_136	10
DOID_0050174	6
DOID_0050175	5
DOID_0050176	1
DOID_8742	1
DOID_0050170	1
DOID_13220	1
DOID_0110489	9
DOID_0110488	9
DOID_0110487	9
DOID_0110486	9
DOID_0110485	9
DOID_12757	1
DOID_0110483	9
DOID_0110482	9
DOID_0110481	9
DOID_6405	11
DOID_7212	9
DOID_14418	6
DOID_7210	9
DOID_7211	9
DOID_780	7
DOID_7214	9
DOID_7747	12
DOID_14413	9
DOID_2355	5
DOID_14415	9
DOID_0111026	11
DOID_0111027	8
DOID_0111024	11
DOID_0111025	11
DOID_0111022	11
DOID_0111023	11
DOID_0111020	11
DOID_0111021	11
DOID_0111028	7
DOID_0111029	7
DOID_0110735	8
DOID_0080071	6
DOID_8567	9
DOID_0050313	1
DOID_0110731	8
DOID_8292	9
DOID_0080076	7
DOID_0080077	7
DOID_0080078	7
DOID_0050319	1
DOID_0110739	8
DOID_0110738	8
DOID_11597	1
DOID_13225	1
DOID_2145	9
DOID_0080027	9
DOID_11595	9
DOID_2144	1
DOID_11226	1
DOID_0110117	8
DOID_12930	8
DOID_0050933	12
DOID_0110614	6
DOID_0050934	12
DOID_12932	9
DOID_0050935	11
DOID_0050936	8
DOID_12934	10
DOID_0110112	9
DOID_13868	6
DOID_0110119	8
DOID_0110118	10
DOID_2798	1
DOID_13864	8
DOID_0060681	10
DOID_0060680	8
DOID_13866	9
DOID_0110869	11
DOID_2878	1
DOID_0110865	11
DOID_0110864	11
DOID_0110867	11
DOID_2876	9
DOID_2871	10
DOID_0110860	8
DOID_0110863	11
DOID_0110862	11
DOID_9167	1
DOID_9164	6
DOID_0080129	6
DOID_9162	1
DOID_9160	1
DOID_9161	1
DOID_1373	9
DOID_1371	8
DOID_1376	1
DOID_9168	1
DOID_9169	6
DOID_4756	10
DOID_12019	1
DOID_1226	1
DOID_4757	8
DOID_0060689	8
DOID_12011	1
DOID_12010	9
DOID_12017	1
DOID_12016	11
DOID_12015	1
DOID_4300	9
DOID_8389	9
DOID_0050203	1
DOID_4752	8
DOID_1222	10
DOID_0080120	6
DOID_0080121	6
DOID_14800	1
DOID_0050206	1
DOID_6083	13
DOID_0050207	1
DOID_1214	9
DOID_1215	1
DOID_4336	8
DOID_4337	7
DOID_4330	7
DOID_4331	6
DOID_4332	1
DOID_1213	1
DOID_0080125	6
DOID_1218	6
DOID_1219	6
DOID_8013	8
DOID_13605	1
DOID_0060438	10
DOID_0060439	6
DOID_255	6
DOID_0060432	6
DOID_0060433	6
DOID_0060430	6
DOID_0060431	6
DOID_0060436	6
DOID_0060437	6
DOID_0060434	6
DOID_0060435	6
DOID_6917	10
DOID_250	1
DOID_13600	1
DOID_3298	5
DOID_3299	1
DOID_11277	7
DOID_11275	1
DOID_11270	1
DOID_11271	1
DOID_14172	7
DOID_13448	10
DOID_3295	1
DOID_14176	9
DOID_14177	7
DOID_14174	12
DOID_14175	8
DOID_14178	1
DOID_14179	8
DOID_3293	1
DOID_0060201	9
DOID_0060200	9
DOID_0060751	10
DOID_633	8
DOID_630	3
DOID_631	9
DOID_636	8
DOID_637	1
DOID_2790	6
DOID_635	6
DOID_0060205	9
DOID_638	1
DOID_639	7
DOID_5069	1
DOID_0060756	10
DOID_11092	1
DOID_11093	1
DOID_11091	1
DOID_11096	1
DOID_11097	1
DOID_11095	1
DOID_11099	1
DOID_10323	9
DOID_10322	9
DOID_10321	9
DOID_10320	9
DOID_14312	1
DOID_14313	1
DOID_10325	9
DOID_1961	1
DOID_10329	9
DOID_10328	9
DOID_0050320	1
DOID_1968	1
DOID_1969	7
DOID_11892	1
DOID_11893	1
DOID_0050323	1
DOID_11896	1
DOID_11897	1
DOID_11894	1
DOID_11895	1
DOID_2014	1
DOID_3186	8
DOID_3187	10
DOID_3184	8
DOID_3185	7
DOID_3182	1
DOID_3183	8
DOID_3181	7
DOID_2596	7
DOID_0110253	10
DOID_0110250	10
DOID_2595	8
DOID_2592	1
DOID_0110257	10
DOID_2590	8
DOID_2591	1
DOID_7515	10
DOID_7514	10
DOID_7517	1
DOID_7516	10
DOID_7511	9
DOID_2598	7
DOID_7512	7
DOID_2012	7
DOID_0050324	1
DOID_896	5
DOID_13334	1
DOID_6608	9
DOID_895	1
DOID_893	6
DOID_13333	7
DOID_891	10
DOID_6602	1
DOID_6603	10
DOID_13339	1
DOID_3231	1
DOID_898	7
DOID_6605	11
DOID_2011	1
DOID_2048	8
DOID_2049	1
DOID_0110038	9
DOID_0110039	9
DOID_2044	8
DOID_0110037	9
DOID_2046	1
DOID_0110035	9
DOID_0110032	6
DOID_0110033	6
DOID_0110030	9
DOID_2043	5
DOID_1058	1
DOID_5845	9
DOID_2010	1
DOID_1584	7
DOID_0050326	1
DOID_1586	6
DOID_1587	9
DOID_1580	8
DOID_1583	8
DOID_1588	8
DOID_5670	7
DOID_1057	1
DOID_5326	1
DOID_5671	1
DOID_8178	10
DOID_8179	10
DOID_2644	1
DOID_0050789	7
DOID_0050788	7
DOID_0050787	7
DOID_0050786	7
DOID_8170	8
DOID_0050784	9
DOID_0050783	9
DOID_0050782	4
DOID_0050781	6
DOID_0050780	5
DOID_9801	10
DOID_9370	8
DOID_9805	1
DOID_9804	1
DOID_9375	4
DOID_9809	7
DOID_9808	7
DOID_9379	1
DOID_9378	13
DOID_2113	6
DOID_12466	7
DOID_12465	8
DOID_5805	9
DOID_5804	10
DOID_0050437	6
DOID_0050436	7
DOID_0050431	8
DOID_0050430	7
DOID_0050433	8
DOID_0050432	7
DOID_0050439	7
DOID_0050438	7
DOID_0050347	1
DOID_401	7
DOID_4078	8
DOID_4077	1
DOID_1556	7
DOID_4491	4
DOID_4075	9
DOID_0050346	1
DOID_12206	6
DOID_12204	1
DOID_12205	5
DOID_12202	1
DOID_413	1
DOID_0050242	6
DOID_13327	10
DOID_3459	7
DOID_120	7
DOID_2114	1
DOID_0110307	9
DOID_10836	1
DOID_4299	9
DOID_4298	1
DOID_2602	6
DOID_2600	8
DOID_2601	7
DOID_4293	9
DOID_4292	9
DOID_4291	9
DOID_4290	9
DOID_4297	7
DOID_4296	1
DOID_4295	9
DOID_2609	8
DOID_3959	9
DOID_0090102	9
DOID_3349	1
DOID_3951	9
DOID_3950	7
DOID_3953	6
DOID_3952	6
DOID_10839	1
DOID_0111146	6
DOID_1638	8
DOID_0050341	1
DOID_1001	1
DOID_8734	1
DOID_1003	6
DOID_1002	8
DOID_1005	7
DOID_1007	1
DOID_2351	6
DOID_8736	5
DOID_0050340	5
DOID_0110417	11
DOID_2354	7
DOID_0050104	1
DOID_8821	1
DOID_2356	1
DOID_8733	1
DOID_4807	1
DOID_5403	7
DOID_2926	4
DOID_8738	7
DOID_0110935	10
DOID_9033	1
DOID_3450	8
DOID_9034	1
DOID_2922	1
DOID_9467	7
DOID_0110931	10
DOID_9037	1
DOID_14789	10
DOID_14788	1
DOID_5255	1
DOID_14780	4
DOID_14782	1
DOID_14421	1
DOID_14784	7
DOID_14787	1
DOID_0110639	10
DOID_14037	8
DOID_14036	1
DOID_13520	7
DOID_5651	1
DOID_13830	1
DOID_13523	6
DOID_409	6
DOID_0110939	10
DOID_13526	1
DOID_13527	1
DOID_5658	8
DOID_4521	9
DOID_407	10
DOID_13839	8
DOID_153	1
DOID_0110636	10
DOID_403	5
DOID_402	10
DOID_8767	1
DOID_8766	1
DOID_0050150	7
DOID_0050151	1
DOID_0050156	9
DOID_0050157	9
DOID_8761	9
DOID_0050155	5
DOID_7230	12
DOID_0110630	5
DOID_0050158	9
DOID_7233	10
DOID_7234	10
DOID_7235	7
DOID_8769	1
DOID_7237	11
DOID_14433	1
DOID_7724	1
DOID_7725	10
DOID_1616	8
DOID_14435	10
DOID_14434	1
DOID_8445	7
DOID_7728	1
DOID_7729	9
DOID_13784	1
DOID_13785	1
DOID_13787	10
DOID_13781	9
DOID_13782	1
DOID_13783	1
DOID_13788	10
DOID_13789	10
DOID_0110753	9
DOID_0110752	9
DOID_0110751	9
DOID_0110750	9
DOID_0110757	9
DOID_0110756	9
DOID_0110755	9
DOID_0110754	9
DOID_0110759	9
DOID_0110758	9
DOID_7540	9
DOID_3455	1
DOID_0050220	1
DOID_6018	11
DOID_3069	7
DOID_7078	1
DOID_6548	9
DOID_7012	1
DOID_446	8
DOID_3456	8
DOID_0050221	1
DOID_449	1
DOID_6544	1
DOID_6547	7
DOID_6546	1
DOID_10316	8
DOID_6540	1
DOID_9496	9
DOID_9492	1
DOID_6543	7
DOID_9498	7
DOID_9499	7
DOID_0060523	9
DOID_0050373	1
DOID_8590	6
DOID_8549	6
DOID_8548	1
DOID_0050848	6
DOID_0050849	11
DOID_0080058	9
DOID_0080059	9
DOID_0050336	7
DOID_0050845	10
DOID_0050846	10
DOID_0050847	5
DOID_0050332	9
DOID_8814	1
DOID_8817	1
DOID_8816	1
DOID_2853	1
DOID_0110809	8
DOID_8593	11
DOID_9148	1
DOID_9149	8
DOID_2855	6
DOID_9144	1
DOID_9145	1
DOID_2859	10
DOID_9631	7
DOID_9140	11
DOID_0110806	8
DOID_0110805	8
DOID_0110804	8
DOID_1391	7
DOID_1390	7
DOID_1393	8
DOID_1392	9
DOID_1395	6
DOID_8596	6
DOID_1397	9
DOID_1396	1
DOID_1399	9
DOID_1398	4
DOID_0080082	6
DOID_1075	1
DOID_3722	10
DOID_3723	8
DOID_3720	10
DOID_3721	9
DOID_3726	1
DOID_3724	1
DOID_8847	1
DOID_3728	12
DOID_3729	1
DOID_12071	1
DOID_12070	6
DOID_12072	6
DOID_8845	1
DOID_0060188	8
DOID_0060189	8
DOID_0060182	8
DOID_0060183	9
DOID_11632	1
DOID_0060181	8
DOID_0060638	9
DOID_0060639	9
DOID_0060184	9
DOID_0060185	8
DOID_0070110	1
DOID_0070111	9
DOID_0070112	9
DOID_13963	11
DOID_0070114	9
DOID_0070115	6
DOID_0070116	6
DOID_0070117	6
DOID_0070118	6
DOID_0070119	6
DOID_3892	7
DOID_3893	10
DOID_3895	10
DOID_3896	7
DOID_1233	7
DOID_0050592	7
DOID_0060450	11
DOID_0060451	11
DOID_0060452	11
DOID_0060453	11
DOID_0060454	11
DOID_0060455	11
DOID_0060456	11
DOID_0060457	11
DOID_0060458	6
DOID_0060459	6
DOID_0050593	9
DOID_12699	1
DOID_0070024	7
DOID_0070025	7
DOID_12691	1
DOID_0060646	7
DOID_12695	1
DOID_12694	1
DOID_12697	5
DOID_12696	1
DOID_1165	1
DOID_0070020	7
DOID_0050590	9
DOID_0070021	7
DOID_11523	1
DOID_11252	6
DOID_11254	8
DOID_11527	7
DOID_11256	6
DOID_11525	1
DOID_11258	7
DOID_11259	1
DOID_0070023	7
DOID_14154	1
DOID_10120	9
DOID_10691	6
DOID_14157	1
DOID_10697	11
DOID_10124	8
DOID_10127	8
DOID_10126	9
DOID_10129	1
DOID_10128	7
DOID_10699	6
DOID_14158	1
DOID_14159	9
DOID_12091	1
DOID_5005	1
DOID_5007	1
DOID_5006	1
DOID_5000	1
DOID_5003	7
DOID_5002	1
DOID_50	5
DOID_162	4
DOID_83	9
DOID_10341	7
DOID_10340	1
DOID_10343	1
DOID_10342	1
DOID_13129	9
DOID_10349	9
DOID_10348	9
DOID_13815	1
DOID_11772	9
DOID_10035	9
DOID_161	6
DOID_0110238	10
DOID_0110239	10
DOID_0110230	10
DOID_0110231	10
DOID_0110232	10
DOID_0110233	10
DOID_0110234	10
DOID_0110235	10
DOID_0110236	10
DOID_0110237	10
DOID_14338	1
DOID_7532	7
DOID_7531	9
DOID_4719	10
DOID_1948	1
DOID_1949	9
DOID_14330	8
DOID_1945	1
DOID_14332	8
DOID_4711	1
DOID_4716	8
DOID_4717	7
DOID_14336	8
DOID_1943	8
DOID_13649	7
DOID_13648	1
DOID_4840	7
DOID_4841	1
DOID_4846	10
DOID_4847	9
DOID_4844	7
DOID_4845	8
DOID_13317	6
DOID_13316	6
DOID_13315	1
DOID_4849	1
DOID_13313	6
DOID_13644	1
DOID_216	8
DOID_13646	1
DOID_6620	8
DOID_6621	9
DOID_6627	12
DOID_6628	1
DOID_6629	7
DOID_0110586	9
DOID_0110587	9
DOID_0110584	9
DOID_0110585	9
DOID_0110582	9
DOID_0110583	9
DOID_0110580	9
DOID_0110581	9
DOID_0110588	9
DOID_0110589	9
DOID_4158	1
DOID_7398	11
DOID_4159	7
DOID_7392	1
DOID_7391	1
DOID_7390	8
DOID_8150	10
DOID_8151	9
DOID_8152	1
DOID_8153	8
DOID_8157	1
DOID_8158	7
DOID_0080114	7
DOID_9827	4
DOID_9826	1
DOID_9824	1
DOID_9823	1
DOID_9822	11
DOID_9821	10
DOID_9820	12
DOID_9829	1
DOID_9828	6
DOID_12196	10
DOID_12445	11
DOID_5829	11
DOID_5828	7
DOID_12192	10
DOID_5398	7
DOID_12190	10
DOID_12191	11
DOID_5395	8
DOID_5822	9
DOID_5397	1
DOID_5820	7
DOID_5827	1
DOID_12449	6
DOID_5825	9
DOID_5392	8
DOID_0050453	5
DOID_0050452	6
DOID_0050451	7
DOID_0050450	7
DOID_0050457	7
DOID_0050456	6
DOID_0050455	1
DOID_0050454	5
DOID_0050459	7
DOID_0050458	9
DOID_2708	9
DOID_11535	1
DOID_6180	1
DOID_7894	6
